Location,Household Type,TimeFrame,DataFormat, Data ,Fips
Upper East Side,Families with Children,2011,Dollars," $272,452.95 ",108
Upper West Side,Families with Children,2011,Dollars," $197,393.25 ",107
Chelsea/Clinton,Families with Children,2011,Dollars," $130,342.58 ",104
Midtown Business District,Families with Children,2011,Dollars," $130,342.58 ",105
Murray Hill/Stuyvesant,Families with Children,2011,Dollars," $243,920.58 ",106
Lower East Side,Families with Children,2011,Dollars," $39,933.97 ",103
Battery Park/Tribeca,Families with Children,2011,Dollars," $229,561.22 ",101
Greenwich Village,Families with Children,2011,Dollars," $229,561.22 ",102
Tottenville,Families with Children,2011,Dollars," $110,830.59 ",503
South Beach,Families with Children,2011,Dollars," $86,594.26 ",502
St. George,Families with Children,2011,Dollars," $66,925.34 ",501
Williamsburg/Greenpoint,Families with Children,2011,Dollars," $29,716.99 ",301
Bushwick,Families with Children,2011,Dollars," $29,703.91 ",304
Bedford Stuyvesant,Families with Children,2011,Dollars," $33,604.35 ",303
Fort Greene/Brooklyn Hts,Families with Children,2011,Dollars," $85,725.69 ",302
Park Slope,Families with Children,2011,Dollars," $132,982.10 ",306
Crown Heights North,Families with Children,2011,Dollars," $32,139.64 ",308
Brownsville,Families with Children,2011,Dollars," $24,069.58 ",316
East New York,Families with Children,2011,Dollars," $33,330.80 ",305
Canarsie,Families with Children,2011,Dollars," $71,584.29 ",318
East Flatbush,Families with Children,2011,Dollars," $50,938.89 ",317
Crown Heights South,Families with Children,2011,Dollars," $46,114.30 ",309
Sunset Park,Families with Children,2011,Dollars," $38,426.76 ",307
Bay Ridge,Families with Children,2011,Dollars," $65,509.68 ",310
Borough Park,Families with Children,2011,Dollars," $37,842.62 ",312
Flatbush/Midwood,Families with Children,2011,Dollars," $46,129.55 ",314
Sheepshead Bay,Families with Children,2011,Dollars," $61,741.11 ",315
Bensonhurst,Families with Children,2011,Dollars," $55,264.36 ",311
Coney Island,Families with Children,2011,Dollars," $44,397.84 ",313
Astoria,Families with Children,2011,Dollars," $51,246.22 ",401
Jackson Heights,Families with Children,2011,Dollars," $42,827.42 ",403
Flushing,Families with Children,2011,Dollars," $58,098.96 ",407
Bayside,Families with Children,2011,Dollars," $96,364.43 ",411
Queens Village,Families with Children,2011,Dollars," $83,386.95 ",413
Fresh Meadows/Briarwood,Families with Children,2011,Dollars," $66,119.97 ",408
Elmhurst/Corona,Families with Children,2011,Dollars," $37,687.87 ",404
Rego Park/Forest Hills,Families with Children,2011,Dollars," $94,548.80 ",406
Sunnyside/Woodside,Families with Children,2011,Dollars," $52,999.73 ",402
Ridgewood/Glendale,Families with Children,2011,Dollars," $67,586.86 ",405
Woodhaven,Families with Children,2011,Dollars," $53,469.44 ",409
Jamaica/St. Albans,Families with Children,2011,Dollars," $48,237.25 ",412
Howard Beach,Families with Children,2011,Dollars," $62,371.02 ",410
The Rockaways,Families with Children,2011,Dollars," $45,776.45 ",414
Bronx,Families with Children,2011,Dollars," $33,309.01 ",36005
Brooklyn,Families with Children,2011,Dollars," $45,708.89 ",36047
Manhattan,Families with Children,2011,Dollars," $78,008.73 ",36061
Queens,Families with Children,2011,Dollars," $58,001.96 ",36081
Staten Island,Families with Children,2011,Dollars," $92,016.08 ",36085
New York City,Families with Children,2011,Dollars," $51,210.26 ",3651000
Riverdale,Families without Children,2011,Dollars," $67,821.17 ",208
Williamsbridge,Families without Children,2011,Dollars," $70,676.47 ",212
Throgs Neck,Families without Children,2011,Dollars," $71,575.57 ",210
Pelham Parkway,Families without Children,2011,Dollars," $61,949.26 ",211
Morrisania,Families without Children,2011,Dollars," $33,344.97 ",203
East Tremont,Families without Children,2011,Dollars," $33,344.97 ",206
Bedford Park,Families without Children,2011,Dollars," $37,881.86 ",207
University Heights,Families without Children,2011,Dollars," $33,618.51 ",205
Concourse/Highbridge,Families without Children,2011,Dollars," $31,596.91 ",204
Unionport/Soundview,Families without Children,2011,Dollars," $51,673.43 ",209
Mott Haven,Families without Children,2011,Dollars," $33,134.64 ",201
Hunts Point,Families without Children,2011,Dollars," $33,134.64 ",202
Washington Heights,Families without Children,2011,Dollars," $43,459.51 ",112
Manhattanville,Families without Children,2011,Dollars," $47,926.65 ",109
Central Harlem,Families without Children,2011,Dollars," $43,022.50 ",110
East Harlem,Families without Children,2011,Dollars," $46,607.98 ",111
Upper East Side,Families without Children,2011,Dollars," $179,720.86 ",108
Upper West Side,Families without Children,2011,Dollars," $129,394.44 ",107
Chelsea/Clinton,Families without Children,2011,Dollars," $135,909.34 ",104
Midtown Business District,Families without Children,2011,Dollars," $135,909.34 ",105
Murray Hill/Stuyvesant,Families without Children,2011,Dollars," $157,281.64 ",106
Lower East Side,Families without Children,2011,Dollars," $41,262.45 ",103
Battery Park/Tribeca,Families without Children,2011,Dollars," $183,116.72 ",101
Greenwich Village,Families without Children,2011,Dollars," $183,116.72 ",102
Tottenville,Families without Children,2011,Dollars," $93,760.87 ",503
South Beach,Families without Children,2011,Dollars," $86,394.83 ",502
St. George,Families without Children,2011,Dollars," $83,280.15 ",501
Williamsburg/Greenpoint,Families without Children,2011,Dollars," $48,407.26 ",301
Bushwick,Families without Children,2011,Dollars," $46,173.15 ",304
Bedford Stuyvesant,Families without Children,2011,Dollars," $49,169.04 ",303
Fort Greene/Brooklyn Hts,Families without Children,2011,Dollars," $68,964.38 ",302
Park Slope,Families without Children,2011,Dollars," $110,004.51 ",306
Crown Heights North,Families without Children,2011,Dollars," $57,716.43 ",308
Brownsville,Families without Children,2011,Dollars," $39,301.88 ",316
East New York,Families without Children,2011,Dollars," $39,243.03 ",305
Canarsie,Families without Children,2011,Dollars," $75,129.44 ",318
East Flatbush,Families without Children,2011,Dollars," $66,357.55 ",317
Crown Heights South,Families without Children,2011,Dollars," $55,155.37 ",309
Sunset Park,Families without Children,2011,Dollars," $57,046.20 ",307
Bay Ridge,Families without Children,2011,Dollars," $74,666.27 ",310
Borough Park,Families without Children,2011,Dollars," $55,573.86 ",312
Flatbush/Midwood,Families without Children,2011,Dollars," $57,498.47 ",314
Sheepshead Bay,Families without Children,2011,Dollars," $61,364.03 ",315
Bensonhurst,Families without Children,2011,Dollars," $58,836.76 ",311
Coney Island,Families without Children,2011,Dollars," $50,137.88 ",313
Astoria,Families without Children,2011,Dollars," $59,313.01 ",401
Jackson Heights,Families without Children,2011,Dollars," $65,715.65 ",403
Flushing,Families without Children,2011,Dollars," $58,949.01 ",407
Bayside,Families without Children,2011,Dollars," $97,788.81 ",411
Queens Village,Families without Children,2011,Dollars," $92,608.94 ",413
Fresh Meadows/Briarwood,Families without Children,2011,Dollars," $73,179.77 ",408
Elmhurst/Corona,Families without Children,2011,Dollars," $61,898.04 ",404
Rego Park/Forest Hills,Families without Children,2011,Dollars," $83,514.46 ",406
Sunnyside/Woodside,Families without Children,2011,Dollars," $65,364.73 ",402
Ridgewood/Glendale,Families without Children,2011,Dollars," $77,445.30 ",405
Woodhaven,Families without Children,2011,Dollars," $72,480.11 ",409
Jamaica/St. Albans,Families without Children,2011,Dollars," $73,785.71 ",412
Howard Beach,Families without Children,2011,Dollars," $74,132.27 ",410
The Rockaways,Families without Children,2011,Dollars," $68,169.91 ",414
Bronx,Families without Children,2011,Dollars," $48,979.41 ",36005
Brooklyn,Families without Children,2011,Dollars," $58,802.97 ",36047
Manhattan,Families without Children,2011,Dollars," $83,497.02 ",36061
Queens,Families without Children,2011,Dollars," $72,214.20 ",36081
Staten Island,Families without Children,2011,Dollars," $87,065.06 ",36085
New York City,Families without Children,2011,Dollars," $66,454.54 ",3651000
Riverdale,All Households,2012,Dollars," $58,686.41 ",208
Williamsbridge,All Households,2012,Dollars," $44,189.40 ",212
Throgs Neck,All Households,2012,Dollars," $54,815.49 ",210
Pelham Parkway,All Households,2012,Dollars," $45,535.95 ",211
Morrisania,All Households,2012,Dollars," $21,983.64 ",203
East Tremont,All Households,2012,Dollars," $21,983.64 ",206
Bedford Park,All Households,2012,Dollars," $32,596.92 ",207
University Heights,All Households,2012,Dollars," $23,061.10 ",205
Concourse/Highbridge,All Households,2012,Dollars," $28,783.66 ",204
Unionport/Soundview,All Households,2012,Dollars," $36,072.74 ",209
Mott Haven,All Households,2012,Dollars," $20,419.26 ",201
Hunts Point,All Households,2012,Dollars," $20,419.26 ",202
Washington Heights,All Households,2012,Dollars," $38,723.12 ",112
Manhattanville,All Households,2012,Dollars," $43,152.53 ",109
Central Harlem,All Households,2012,Dollars," $39,340.33 ",110
East Harlem,All Households,2012,Dollars," $33,120.16 ",111
Upper East Side,All Households,2012,Dollars," $106,063.32 ",108
Upper West Side,All Households,2012,Dollars," $98,047.03 ",107
Chelsea/Clinton,All Households,2012,Dollars," $92,129.06 ",104
Midtown Business District,All Households,2012,Dollars," $92,129.06 ",105
Murray Hill/Stuyvesant,All Households,2012,Dollars," $98,700.55 ",106
Lower East Side,All Households,2012,Dollars," $43,595.68 ",103
Battery Park/Tribeca,All Households,2012,Dollars," $109,853.08 ",101
Greenwich Village,All Households,2012,Dollars," $109,853.08 ",102
Tottenville,All Households,2012,Dollars," $87,629.17 ",503
South Beach,All Households,2012,Dollars," $76,133.87 ",502
St. George,All Households,2012,Dollars," $60,202.74 ",501
Williamsburg/Greenpoint,All Households,2012,Dollars," $53,710.27 ",301
Bushwick,All Households,2012,Dollars," $37,403.27 ",304
Bedford Stuyvesant,All Households,2012,Dollars," $40,686.88 ",303
Fort Greene/Brooklyn Hts,All Households,2012,Dollars," $80,879.35 ",302
Park Slope,All Households,2012,Dollars," $93,057.01 ",306
Crown Heights North,All Households,2012,Dollars," $44,528.97 ",308
Brownsville,All Households,2012,Dollars," $30,285.04 ",316
East New York,All Households,2012,Dollars," $35,968.09 ",305
Canarsie,All Households,2012,Dollars," $65,685.04 ",318
East Flatbush,All Households,2012,Dollars," $51,918.43 ",317
Crown Heights South,All Households,2012,Dollars," $41,219.73 ",309
Sunset Park,All Households,2012,Dollars," $44,229.98 ",307
Bay Ridge,All Households,2012,Dollars," $55,959.14 ",310
Borough Park,All Households,2012,Dollars," $40,380.41 ",312
Flatbush/Midwood,All Households,2012,Dollars," $43,855.17 ",314
Sheepshead Bay,All Households,2012,Dollars," $50,553.73 ",315
Bensonhurst,All Households,2012,Dollars," $53,412.34 ",311
Coney Island,All Households,2012,Dollars," $31,987.18 ",313
Astoria,All Households,2012,Dollars," $55,373.97 ",401
Jackson Heights,All Households,2012,Dollars," $46,042.10 ",403
Flushing,All Households,2012,Dollars," $55,870.51 ",407
Bayside,All Households,2012,Dollars," $76,994.55 ",411
Queens Village,All Households,2012,Dollars," $77,951.33 ",413
Fresh Meadows/Briarwood,All Households,2012,Dollars," $68,463.56 ",408
Elmhurst/Corona,All Households,2012,Dollars," $44,492.67 ",404
Rego Park/Forest Hills,All Households,2012,Dollars," $67,459.79 ",406
Sunnyside/Woodside,All Households,2012,Dollars," $53,227.61 ",402
Ridgewood/Glendale,All Households,2012,Dollars," $54,318.94 ",405
Woodhaven,All Households,2012,Dollars," $59,421.08 ",409
Jamaica/St. Albans,All Households,2012,Dollars," $54,163.04 ",412
Howard Beach,All Households,2012,Dollars," $63,932.71 ",410
The Rockaways,All Households,2012,Dollars," $52,254.80 ",414
Bronx,All Households,2012,Dollars," $34,662.12 ",36005
Brooklyn,All Households,2012,Dollars," $48,298.45 ",36047
Manhattan,All Households,2012,Dollars," $71,651.07 ",36061
Queens,All Households,2012,Dollars," $58,424.79 ",36081
Staten Island,All Households,2012,Dollars," $75,777.21 ",36085
New York City,All Households,2012,Dollars," $54,347.77 ",3651000
Riverdale,Families,2012,Dollars," $63,491.69 ",208
Williamsbridge,Families,2012,Dollars," $54,269.82 ",212
Throgs Neck,Families,2012,Dollars," $84,198.20 ",210
Pelham Parkway,Families,2012,Dollars," $53,387.78 ",211
Morrisania,Families,2012,Dollars," $24,585.97 ",203
East Tremont,Families,2012,Dollars," $24,585.97 ",206
Bedford Park,Families,2012,Dollars," $37,066.90 ",207
University Heights,Families,2012,Dollars," $24,905.26 ",205
Concourse/Highbridge,Families,2012,Dollars," $31,131.84 ",204
Unionport/Soundview,Families,2012,Dollars," $42,808.68 ",209
Mott Haven,Families,2012,Dollars," $24,108.65 ",201
Hunts Point,Families,2012,Dollars," $24,108.65 ",202
Washington Heights,Families,2012,Dollars," $41,935.19 ",112
Manhattanville,Families,2012,Dollars," $56,343.57 ",109
Central Harlem,Families,2012,Dollars," $44,243.86 ",110
East Harlem,Families,2012,Dollars," $33,753.39 ",111
Upper East Side,Families,2012,Dollars," $181,919.54 ",108
Upper West Side,Families,2012,Dollars," $161,895.39 ",107
Chelsea/Clinton,Families,2012,Dollars," $140,628.26 ",104
Midtown Business District,Families,2012,Dollars," $140,628.26 ",105
Murray Hill/Stuyvesant,Families,2012,Dollars," $155,292.92 ",106
Lower East Side,Families,2012,Dollars," $36,072.74 ",103
Battery Park/Tribeca,Families,2012,Dollars," $164,819.13 ",101
Greenwich Village,Families,2012,Dollars," $164,819.13 ",102
Tottenville,Families,2012,Dollars," $99,192.83 ",503
South Beach,Families,2012,Dollars," $93,087.98 ",502
St. George,Families,2012,Dollars," $74,739.26 ",501
Williamsburg/Greenpoint,Families,2012,Dollars," $39,855.03 ",301
Bushwick,Families,2012,Dollars," $33,603.89 ",304
Bedford Stuyvesant,Families,2012,Dollars," $45,613.90 ",303
Fort Greene/Brooklyn Hts,Families,2012,Dollars," $96,843.58 ",302
Park Slope,Families,2012,Dollars," $112,368.92 ",306
Crown Heights North,Families,2012,Dollars," $47,911.89 ",308
Brownsville,Families,2012,Dollars," $34,839.38 ",316
East New York,Families,2012,Dollars," $42,265.15 ",305
Canarsie,Families,2012,Dollars," $76,365.59 ",318
East Flatbush,Families,2012,Dollars," $56,032.82 ",317
Crown Heights South,Families,2012,Dollars," $51,868.24 ",309
Sunset Park,Families,2012,Dollars," $42,839.65 ",307
Bay Ridge,Families,2012,Dollars," $70,117.65 ",310
Borough Park,Families,2012,Dollars," $44,542.85 ",312
Flatbush/Midwood,Families,2012,Dollars," $53,121.89 ",314
Sheepshead Bay,Families,2012,Dollars," $64,163.37 ",315
Bensonhurst,Families,2012,Dollars," $59,519.33 ",311
Coney Island,Families,2012,Dollars," $50,239.79 ",313
Astoria,Families,2012,Dollars," $57,367.63 ",401
Jackson Heights,Families,2012,Dollars," $45,405.67 ",403
Flushing,Families,2012,Dollars," $60,776.17 ",407
Bayside,Families,2012,Dollars," $91,583.39 ",411
Queens Village,Families,2012,Dollars," $83,888.53 ",413
Fresh Meadows/Briarwood,Families,2012,Dollars," $80,065.66 ",408
Elmhurst/Corona,Families,2012,Dollars," $49,794.50 ",404
Rego Park/Forest Hills,Families,2012,Dollars," $89,933.58 ",406
Sunnyside/Woodside,Families,2012,Dollars," $55,496.77 ",402
Ridgewood/Glendale,Families,2012,Dollars," $68,750.81 ",405
Woodhaven,Families,2012,Dollars," $63,315.50 ",409
Jamaica/St. Albans,Families,2012,Dollars," $58,590.30 ",412
Howard Beach,Families,2012,Dollars," $69,626.44 ",410
The Rockaways,Families,2012,Dollars," $60,627.75 ",414
Bronx,Families,2012,Dollars," $38,997.56 ",36005
Brooklyn,Families,2012,Dollars," $53,859.77 ",36047
Manhattan,Families,2012,Dollars," $86,276.22 ",36061
Queens,Families,2012,Dollars," $65,220.53 ",36081
Staten Island,Families,2012,Dollars," $88,055.24 ",36085
New York City,Families,2012,Dollars," $58,987.54 ",3651000
Riverdale,Families with Children,2012,Dollars," $54,289.04 ",208
Williamsbridge,Families with Children,2012,Dollars," $46,970.06 ",212
Throgs Neck,Families with Children,2012,Dollars," $91,433.89 ",210
Pelham Parkway,Families with Children,2012,Dollars," $53,982.57 ",211
Morrisania,Families with Children,2012,Dollars," $22,519.70 ",203
East Tremont,Families with Children,2012,Dollars," $22,519.70 ",206
Bedford Park,Families with Children,2012,Dollars," $30,822.16 ",207
University Heights,Families with Children,2012,Dollars," $19,944.07 ",205
Concourse/Highbridge,Families with Children,2012,Dollars," $28,802.88 ",204
Unionport/Soundview,Families with Children,2012,Dollars," $31,395.60 ",209
Mott Haven,Families with Children,2012,Dollars," $20,552.74 ",201
Hunts Point,Families with Children,2012,Dollars," $20,552.74 ",202
Washington Heights,Families with Children,2012,Dollars," $36,319.41 ",112
Manhattanville,Families with Children,2012,Dollars," $48,754.42 ",109
Central Harlem,Families with Children,2012,Dollars," $38,730.60 ",110
East Harlem,Families with Children,2012,Dollars," $32,936.49 ",111
Upper East Side,Families with Children,2012,Dollars," $222,929.98 ",108
Upper West Side,Families with Children,2012,Dollars," $189,155.23 ",107
Chelsea/Clinton,Families with Children,2012,Dollars," $155,085.76 ",104
Midtown Business District,Families with Children,2012,Dollars," $155,085.76 ",105
Murray Hill/Stuyvesant,Families with Children,2012,Dollars," $151,553.35 ",106
Lower East Side,Families with Children,2012,Dollars," $39,689.52 ",103
Battery Park/Tribeca,Families with Children,2012,Dollars," $218,219.73 ",101
Greenwich Village,Families with Children,2012,Dollars," $218,219.73 ",102
Tottenville,Families with Children,2012,Dollars," $102,001.25 ",503
South Beach,Families with Children,2012,Dollars," $95,906.01 ",502
St. George,Families with Children,2012,Dollars," $66,033.16 ",501
Williamsburg/Greenpoint,Families with Children,2012,Dollars," $32,385.48 ",301
Bushwick,Families with Children,2012,Dollars," $28,823.17 ",304
Bedford Stuyvesant,Families with Children,2012,Dollars," $37,834.68 ",303
Fort Greene/Brooklyn Hts,Families with Children,2012,Dollars," $83,520.12 ",302
Park Slope,Families with Children,2012,Dollars," $138,622.86 ",306
Crown Heights North,Families with Children,2012,Dollars," $41,749.38 ",308
Brownsville,Families with Children,2012,Dollars," $27,405.07 ",316
East New York,Families with Children,2012,Dollars," $33,720.29 ",305
Canarsie,Families with Children,2012,Dollars," $66,276.62 ",318
East Flatbush,Families with Children,2012,Dollars," $43,818.86 ",317
Crown Heights South,Families with Children,2012,Dollars," $53,036.46 ",309
Sunset Park,Families with Children,2012,Dollars," $33,722.42 ",307
Bay Ridge,Families with Children,2012,Dollars," $66,212.55 ",310
Borough Park,Families with Children,2012,Dollars," $36,508.42 ",312
Flatbush/Midwood,Families with Children,2012,Dollars," $50,371.13 ",314
Sheepshead Bay,Families with Children,2012,Dollars," $64,053.38 ",315
Bensonhurst,Families with Children,2012,Dollars," $58,977.93 ",311
Coney Island,Families with Children,2012,Dollars," $45,275.39 ",313
Astoria,Families with Children,2012,Dollars," $52,561.27 ",401
Jackson Heights,Families with Children,2012,Dollars," $34,685.61 ",403
Flushing,Families with Children,2012,Dollars," $57,167.94 ",407
Bayside,Families with Children,2012,Dollars," $98,682.40 ",411
Queens Village,Families with Children,2012,Dollars," $79,961.01 ",413
Fresh Meadows/Briarwood,Families with Children,2012,Dollars," $76,715.84 ",408
Elmhurst/Corona,Families with Children,2012,Dollars," $40,312.07 ",404
Rego Park/Forest Hills,Families with Children,2012,Dollars," $99,278.25 ",406
Sunnyside/Woodside,Families with Children,2012,Dollars," $50,658.38 ",402
Ridgewood/Glendale,Families with Children,2012,Dollars," $69,392.58 ",405
Woodhaven,Families with Children,2012,Dollars," $54,255.94 ",409
Jamaica/St. Albans,Families with Children,2012,Dollars," $51,444.31 ",412
Howard Beach,Families with Children,2012,Dollars," $67,806.84 ",410
The Rockaways,Families with Children,2012,Dollars," $55,937.79 ",414
Bronx,Families with Children,2012,Dollars," $31,991.45 ",36005
Brooklyn,Families with Children,2012,Dollars," $45,277.53 ",36047
Manhattan,Families with Children,2012,Dollars," $80,604.92 ",36061
Queens,Families with Children,2012,Dollars," $59,456.32 ",36081
Staten Island,Families with Children,2012,Dollars," $86,390.48 ",36085
New York City,Families with Children,2012,Dollars," $50,760.89 ",3651000
Riverdale,Families without Children,2012,Dollars," $72,647.36 ",208
Williamsbridge,Families without Children,2012,Dollars," $59,115.68 ",212
Throgs Neck,Families without Children,2012,Dollars," $82,979.79 ",210
Pelham Parkway,Families without Children,2012,Dollars," $52,526.03 ",211
Morrisania,Families without Children,2012,Dollars," $29,752.19 ",203
East Tremont,Families without Children,2012,Dollars," $29,752.19 ",206
Bedford Park,Families without Children,2012,Dollars," $39,923.37 ",207
University Heights,Families without Children,2012,Dollars," $35,341.27 ",205
Concourse/Highbridge,Families without Children,2012,Dollars," $33,716.01 ",204
Unionport/Soundview,Families without Children,2012,Dollars," $54,078.68 ",209
Mott Haven,Families without Children,2012,Dollars," $31,917.77 ",201
Hunts Point,Families without Children,2012,Dollars," $31,917.77 ",202
Washington Heights,Families without Children,2012,Dollars," $45,249.77 ",112
Manhattanville,Families without Children,2012,Dollars," $62,624.61 ",109
Central Harlem,Families without Children,2012,Dollars," $49,853.23 ",110
East Harlem,Families without Children,2012,Dollars," $35,429.90 ",111
Upper East Side,Families without Children,2012,Dollars," $169,206.89 ",108
Upper West Side,Families without Children,2012,Dollars," $141,488.94 ",107
Chelsea/Clinton,Families without Children,2012,Dollars," $133,198.22 ",104
Midtown Business District,Families without Children,2012,Dollars," $133,198.22 ",105
Murray Hill/Stuyvesant,Families without Children,2012,Dollars," $156,544.43 ",106
Lower East Side,Families without Children,2012,Dollars," $33,155.40 ",103
Battery Park/Tribeca,Families without Children,2012,Dollars," $155,111.39 ",101
Greenwich Village,Families without Children,2012,Dollars," $155,111.39 ",102
Tottenville,Families without Children,2012,Dollars," $95,773.60 ",503
South Beach,Families without Children,2012,Dollars," $91,338.85 ",502
St. George,Families without Children,2012,Dollars," $87,336.59 ",501
Williamsburg/Greenpoint,Families without Children,2012,Dollars," $50,295.31 ",301
Bushwick,Families without Children,2012,Dollars," $43,048.95 ",304
Bedford Stuyvesant,Families without Children,2012,Dollars," $50,406.37 ",303
Fort Greene/Brooklyn Hts,Families without Children,2012,Dollars," $113,543.54 ",302
Park Slope,Families without Children,2012,Dollars," $100,466.76 ",306
Crown Heights North,Families without Children,2012,Dollars," $56,220.76 ",308
Brownsville,Families without Children,2012,Dollars," $43,520.93 ",316
East New York,Families without Children,2012,Dollars," $51,819.12 ",305
Canarsie,Families without Children,2012,Dollars," $80,512.01 ",318
East Flatbush,Families without Children,2012,Dollars," $68,614.13 ",317
Crown Heights South,Families without Children,2012,Dollars," $51,655.74 ",309
Sunset Park,Families without Children,2012,Dollars," $48,528.04 ",307
Bay Ridge,Families without Children,2012,Dollars," $75,471.80 ",310
Borough Park,Families without Children,2012,Dollars," $53,961.21 ",312
Flatbush/Midwood,Families without Children,2012,Dollars," $55,307.76 ",314
Sheepshead Bay,Families without Children,2012,Dollars," $64,241.32 ",315
Bensonhurst,Families without Children,2012,Dollars," $59,976.36 ",311
Coney Island,Families without Children,2012,Dollars," $55,461.53 ",313
Astoria,Families without Children,2012,Dollars," $61,142.44 ",401
Jackson Heights,Families without Children,2012,Dollars," $57,119.89 ",403
Flushing,Families without Children,2012,Dollars," $63,526.93 ",407
Bayside,Families without Children,2012,Dollars," $85,399.52 ",411
Queens Village,Families without Children,2012,Dollars," $86,297.58 ",413
Fresh Meadows/Briarwood,Families without Children,2012,Dollars," $82,125.52 ",408
Elmhurst/Corona,Families without Children,2012,Dollars," $58,562.54 ",404
Rego Park/Forest Hills,Families without Children,2012,Dollars," $82,154.35 ",406
Sunnyside/Woodside,Families without Children,2012,Dollars," $62,251.93 ",402
Ridgewood/Glendale,Families without Children,2012,Dollars," $68,595.98 ",405
Woodhaven,Families without Children,2012,Dollars," $73,306.22 ",409
Jamaica/St. Albans,Families without Children,2012,Dollars," $62,944.96 ",412
Howard Beach,Families without Children,2012,Dollars," $71,583.79 ",410
The Rockaways,Families without Children,2012,Dollars," $64,399.36 ",414
Bronx,Families without Children,2012,Dollars," $48,469.31 ",36005
Brooklyn,Families without Children,2012,Dollars," $59,789.49 ",36047
Manhattan,Families without Children,2012,Dollars," $88,891.36 ",36061
Queens,Families without Children,2012,Dollars," $69,723.62 ",36081
Staten Island,Families without Children,2012,Dollars," $92,945.96 ",36085
New York City,Families without Children,2012,Dollars," $65,667.95 ",3651000
Riverdale,All Households,2013,Dollars," $63,799.30 ",208
Williamsbridge,All Households,2013,Dollars," $48,031.04 ",212
Throgs Neck,All Households,2013,Dollars," $59,004.93 ",210
Pelham Parkway,All Households,2013,Dollars," $45,338.61 ",211
Morrisania,All Households,2013,Dollars," $25,533.82 ",203
East Tremont,All Households,2013,Dollars," $25,533.82 ",206
Bedford Park,All Households,2013,Dollars," $30,596.59 ",207
University Heights,All Households,2013,Dollars," $25,535.93 ",205
Concourse/Highbridge,All Households,2013,Dollars," $27,773.65 ",204
Unionport/Soundview,All Households,2013,Dollars," $34,063.69 ",209
Mott Haven,All Households,2013,Dollars," $24,296.02 ",201
Hunts Point,All Households,2013,Dollars," $24,296.02 ",202
Washington Heights,All Households,2013,Dollars," $39,430.65 ",112
Manhattanville,All Households,2013,Dollars," $47,996.30 ",109
Central Harlem,All Households,2013,Dollars," $38,857.01 ",110
East Harlem,All Households,2013,Dollars," $28,356.76 ",111
Upper East Side,All Households,2013,Dollars," $113,349.17 ",108
Upper West Side,All Households,2013,Dollars," $104,489.85 ",107
Chelsea/Clinton,All Households,2013,Dollars," $105,923.42 ",104
Midtown Business District,All Households,2013,Dollars," $105,923.42 ",105
Murray Hill/Stuyvesant,All Households,2013,Dollars," $113,756.51 ",106
Lower East Side,All Households,2013,Dollars," $42,242.01 ",103
Battery Park/Tribeca,All Households,2013,Dollars," $131,896.16 ",101
Greenwich Village,All Households,2013,Dollars," $131,896.16 ",102
Tottenville,All Households,2013,Dollars," $89,640.47 ",503
South Beach,All Households,2013,Dollars," $72,269.17 ",502
St. George,All Households,2013,Dollars," $63,911.92 ",501
Williamsburg/Greenpoint,All Households,2013,Dollars," $55,173.65 ",301
Bushwick,All Households,2013,Dollars," $45,632.28 ",304
Bedford Stuyvesant,All Households,2013,Dollars," $39,149.62 ",303
Fort Greene/Brooklyn Hts,All Households,2013,Dollars," $80,035.94 ",302
Park Slope,All Households,2013,Dollars," $107,138.07 ",306
Crown Heights North,All Households,2013,Dollars," $41,085.26 ",308
Brownsville,All Households,2013,Dollars," $29,400.89 ",316
East New York,All Households,2013,Dollars," $38,884.37 ",305
Canarsie,All Households,2013,Dollars," $69,766.21 ",318
East Flatbush,All Households,2013,Dollars," $44,908.12 ",317
Crown Heights South,All Households,2013,Dollars," $48,726.77 ",309
Sunset Park,All Households,2013,Dollars," $47,443.72 ",307
Bay Ridge,All Households,2013,Dollars," $61,701.57 ",310
Borough Park,All Households,2013,Dollars," $42,703.03 ",312
Flatbush/Midwood,All Households,2013,Dollars," $44,535.52 ",314
Sheepshead Bay,All Households,2013,Dollars," $53,747.44 ",315
Bensonhurst,All Households,2013,Dollars," $49,756.17 ",311
Coney Island,All Households,2013,Dollars," $32,471.18 ",313
Astoria,All Households,2013,Dollars," $53,637.98 ",401
Jackson Heights,All Households,2013,Dollars," $51,765.49 ",403
Flushing,All Households,2013,Dollars," $53,143.28 ",407
Bayside,All Households,2013,Dollars," $75,949.94 ",411
Queens Village,All Households,2013,Dollars," $80,925.35 ",413
Fresh Meadows/Briarwood,All Households,2013,Dollars," $60,554.29 ",408
Elmhurst/Corona,All Households,2013,Dollars," $48,932.02 ",404
Rego Park/Forest Hills,All Households,2013,Dollars," $64,893.95 ",406
Sunnyside/Woodside,All Households,2013,Dollars," $65,085.52 ",402
Ridgewood/Glendale,All Households,2013,Dollars," $61,641.57 ",405
Woodhaven,All Households,2013,Dollars," $65,818.09 ",409
Jamaica/St. Albans,All Households,2013,Dollars," $54,152.67 ",412
Howard Beach,All Households,2013,Dollars," $65,964.40 ",410
The Rockaways,All Households,2013,Dollars," $49,186.74 ",414
Bronx,All Households,2013,Dollars," $34,743.64 ",36005
Brooklyn,All Households,2013,Dollars," $50,017.20 ",36047
Manhattan,All Households,2013,Dollars," $75,983.62 ",36061
