Location,Household Type,TimeFrame,DataFormat, Data ,Fips
Riverdale,All Households,2005,Dollars," $60,686.22 ",208
Williamsbridge,All Households,2005,Dollars," $49,881.99 ",212
Throgs Neck,All Households,2005,Dollars," $55,211.29 ",210
Pelham Parkway,All Households,2005,Dollars," $50,494.64 ",211
Morrisania,All Households,2005,Dollars," $23,524.24 ",203
East Tremont,All Households,2005,Dollars," $23,524.24 ",206
Bedford Park,All Households,2005,Dollars," $36,678.64 ",207
University Heights,All Households,2005,Dollars," $24,332.74 ",205
Concourse/Highbridge,All Households,2005,Dollars," $26,062.72 ",204
Unionport/Soundview,All Households,2005,Dollars," $42,561.58 ",209
Mott Haven,All Households,2005,Dollars," $17,446.71 ",201
Hunts Point,All Households,2005,Dollars," $17,446.71 ",202
Washington Heights,All Households,2005,Dollars," $39,886.26 ",112
Manhattanville,All Households,2005,Dollars," $35,106.84 ",109
Central Harlem,All Households,2005,Dollars," $33,587.77 ",110
East Harlem,All Households,2005,Dollars," $33,812.49 ",111
Upper East Side,All Households,2005,Dollars," $103,965.90 ",108
Upper West Side,All Households,2005,Dollars," $105,587.92 ",107
Chelsea/Clinton,All Households,2005,Dollars," $88,613.25 ",104
Midtown Business District,All Households,2005,Dollars," $88,613.25 ",105
Murray Hill/Stuyvesant,All Households,2005,Dollars," $108,133.93 ",106
Lower East Side,All Households,2005,Dollars," $40,241.55 ",103
Battery Park/Tribeca,All Households,2005,Dollars," $116,703.49 ",101
Greenwich Village,All Households,2005,Dollars," $116,703.49 ",102
Tottenville,All Households,2005,Dollars," $100,847.42 ",503
South Beach,All Households,2005,Dollars," $74,698.07 ",502
St. George,All Households,2005,Dollars," $64,983.55 ",501
Williamsburg/Greenpoint,All Households,2005,Dollars," $38,234.11 ",301
Bushwick,All Households,2005,Dollars," $32,033.55 ",304
Bedford Stuyvesant,All Households,2005,Dollars," $38,672.26 ",303
Fort Greene/Brooklyn Hts,All Households,2005,Dollars," $64,173.80 ",302
Park Slope,All Households,2005,Dollars," $88,943.43 ",306
Crown Heights North,All Households,2005,Dollars," $38,107.31 ",308
Brownsville,All Households,2005,Dollars," $27,863.01 ",316
East New York,All Households,2005,Dollars," $38,762.65 ",305
Canarsie,All Households,2005,Dollars," $65,902.53 ",318
East Flatbush,All Households,2005,Dollars," $52,478.22 ",317
Crown Heights South,All Households,2005,Dollars," $46,673.11 ",309
Sunset Park,All Households,2005,Dollars," $47,510.48 ",307
Bay Ridge,All Households,2005,Dollars," $61,017.65 ",310
Borough Park,All Households,2005,Dollars," $41,011.12 ",312
Flatbush/Midwood,All Households,2005,Dollars," $46,861.43 ",314
Sheepshead Bay,All Households,2005,Dollars," $51,657.17 ",315
Bensonhurst,All Households,2005,Dollars," $50,356.54 ",311
Coney Island,All Households,2005,Dollars," $31,769.91 ",313
Astoria,All Households,2005,Dollars," $47,305.85 ",401
Jackson Heights,All Households,2005,Dollars," $51,659.68 ",403
Flushing,All Households,2005,Dollars," $61,698.10 ",407
Bayside,All Households,2005,Dollars," $83,089.36 ",411
Queens Village,All Households,2005,Dollars," $84,789.21 ",413
Fresh Meadows/Briarwood,All Households,2005,Dollars," $60,215.43 ",408
Elmhurst/Corona,All Households,2005,Dollars," $51,570.54 ",404
Rego Park/Forest Hills,All Households,2005,Dollars," $65,662.74 ",406
Sunnyside/Woodside,All Households,2005,Dollars," $51,660.93 ",402
Ridgewood/Glendale,All Households,2005,Dollars," $60,314.61 ",405
Woodhaven,All Households,2005,Dollars," $58,115.10 ",409
Jamaica/St. Albans,All Households,2005,Dollars," $58,261.98 ",412
Howard Beach,All Households,2005,Dollars," $64,933.34 ",410
The Rockaways,All Households,2005,Dollars," $56,624.90 ",414
Bronx,All Households,2005,Dollars," $36,693.70 ",36005
Brooklyn,All Households,2005,Dollars," $46,867.70 ",36047
Manhattan,All Households,2005,Dollars," $70,270.17 ",36061
Queens,All Households,2005,Dollars," $60,377.38 ",36081
Staten Island,All Households,2005,Dollars," $79,120.95 ",36085
New York City,All Households,2005,Dollars," $54,528.34 ",3651000
Riverdale,Families,2005,Dollars," $63,071.54 ",208
Williamsbridge,Families,2005,Dollars," $56,141.56 ",212
Throgs Neck,Families,2005,Dollars," $68,247.67 ",210
Pelham Parkway,Families,2005,Dollars," $61,222.29 ",211
Morrisania,Families,2005,Dollars," $27,596.86 ",203
East Tremont,Families,2005,Dollars," $27,596.86 ",206
Bedford Park,Families,2005,Dollars," $38,137.44 ",207
University Heights,Families,2005,Dollars," $30,753.01 ",205
Concourse/Highbridge,Families,2005,Dollars," $30,819.54 ",204
Unionport/Soundview,Families,2005,Dollars," $47,667.41 ",209
Mott Haven,Families,2005,Dollars," $20,979.49 ",201
Hunts Point,Families,2005,Dollars," $20,979.49 ",202
Washington Heights,Families,2005,Dollars," $38,957.24 ",112
Manhattanville,Families,2005,Dollars," $40,234.01 ",109
Central Harlem,Families,2005,Dollars," $38,913.30 ",110
East Harlem,Families,2005,Dollars," $38,224.07 ",111
Upper East Side,Families,2005,Dollars," $197,212.95 ",108
Upper West Side,Families,2005,Dollars," $196,508.65 ",107
Chelsea/Clinton,Families,2005,Dollars," $121,569.54 ",104
Midtown Business District,Families,2005,Dollars," $121,569.54 ",105
Murray Hill/Stuyvesant,Families,2005,Dollars," $177,343.26 ",106
Lower East Side,Families,2005,Dollars," $40,237.78 ",103
Battery Park/Tribeca,Families,2005,Dollars," $168,296.64 ",101
Greenwich Village,Families,2005,Dollars," $168,296.64 ",102
Tottenville,Families,2005,Dollars," $108,314.71 ",503
South Beach,Families,2005,Dollars," $83,019.06 ",502
St. George,Families,2005,Dollars," $78,613.76 ",501
Williamsburg/Greenpoint,Families,2005,Dollars," $41,966.51 ",301
Bushwick,Families,2005,Dollars," $35,448.31 ",304
Bedford Stuyvesant,Families,2005,Dollars," $42,020.49 ",303
Fort Greene/Brooklyn Hts,Families,2005,Dollars," $88,771.44 ",302
Park Slope,Families,2005,Dollars," $117,077.61 ",306
Crown Heights North,Families,2005,Dollars," $43,690.21 ",308
Brownsville,Families,2005,Dollars," $31,511.29 ",316
East New York,Families,2005,Dollars," $46,773.55 ",305
Canarsie,Families,2005,Dollars," $77,138.63 ",318
East Flatbush,Families,2005,Dollars," $61,214.75 ",317
Crown Heights South,Families,2005,Dollars," $51,555.48 ",309
Sunset Park,Families,2005,Dollars," $43,658.83 ",307
Bay Ridge,Families,2005,Dollars," $76,445.63 ",310
Borough Park,Families,2005,Dollars," $47,712.61 ",312
Flatbush/Midwood,Families,2005,Dollars," $56,960.10 ",314
Sheepshead Bay,Families,2005,Dollars," $63,783.36 ",315
Bensonhurst,Families,2005,Dollars," $58,041.03 ",311
Coney Island,Families,2005,Dollars," $48,002.61 ",313
Astoria,Families,2005,Dollars," $52,043.84 ",401
Jackson Heights,Families,2005,Dollars," $55,310.47 ",403
Flushing,Families,2005,Dollars," $72,565.10 ",407
Bayside,Families,2005,Dollars," $96,427.05 ",411
Queens Village,Families,2005,Dollars," $95,834.49 ",413
Fresh Meadows/Briarwood,Families,2005,Dollars," $75,627.09 ",408
Elmhurst/Corona,Families,2005,Dollars," $54,893.67 ",404
Rego Park/Forest Hills,Families,2005,Dollars," $82,987.67 ",406
Sunnyside/Woodside,Families,2005,Dollars," $58,264.49 ",402
Ridgewood/Glendale,Families,2005,Dollars," $64,424.89 ",405
Woodhaven,Families,2005,Dollars," $70,537.58 ",409
Jamaica/St. Albans,Families,2005,Dollars," $67,239.56 ",412
Howard Beach,Families,2005,Dollars," $76,129.26 ",410
The Rockaways,Families,2005,Dollars," $66,294.22 ",414
Bronx,Families,2005,Dollars," $42,006.68 ",36005
Brooklyn,Families,2005,Dollars," $54,395.26 ",36047
Manhattan,Families,2005,Dollars," $82,204.28 ",36061
Queens,Families,2005,Dollars," $69,200.54 ",36081
Staten Island,Families,2005,Dollars," $89,586.21 ",36085
New York City,Families,2005,Dollars," $61,985.59 ",3651000
Riverdale,Families with Children,2005,Dollars," $46,450.90 ",208
Williamsbridge,Families with Children,2005,Dollars," $49,237.95 ",212
Throgs Neck,Families with Children,2005,Dollars," $63,918.95 ",210
Pelham Parkway,Families with Children,2005,Dollars," $62,236.67 ",211
Morrisania,Families with Children,2005,Dollars," $26,470.74 ",203
East Tremont,Families with Children,2005,Dollars," $26,470.74 ",206
Bedford Park,Families with Children,2005,Dollars," $32,432.77 ",207
University Heights,Families with Children,2005,Dollars," $21,305.90 ",205
Concourse/Highbridge,Families with Children,2005,Dollars," $28,081.45 ",204
Unionport/Soundview,Families with Children,2005,Dollars," $40,694.76 ",209
Mott Haven,Families with Children,2005,Dollars," $15,519.62 ",201
Hunts Point,Families with Children,2005,Dollars," $15,519.62 ",202
Washington Heights,Families with Children,2005,Dollars," $34,598.39 ",112
Manhattanville,Families with Children,2005,Dollars," $22,786.05 ",109
Central Harlem,Families with Children,2005,Dollars," $34,054.79 ",110
East Harlem,Families with Children,2005,Dollars," $32,739.10 ",111
Upper East Side,Families with Children,2005,Dollars," $249,177.70 ",108
Upper West Side,Families with Children,2005,Dollars," $251,085.95 ",107
Chelsea/Clinton,Families with Children,2005,Dollars," $160,588.30 ",104
Midtown Business District,Families with Children,2005,Dollars," $160,588.30 ",105
Murray Hill/Stuyvesant,Families with Children,2005,Dollars," $175,048.34 ",106
Lower East Side,Families with Children,2005,Dollars," $36,761.49 ",103
Battery Park/Tribeca,Families with Children,2005,Dollars," $219,700.21 ",101
Greenwich Village,Families with Children,2005,Dollars," $219,700.21 ",102
Tottenville,Families with Children,2005,Dollars," $108,462.85 ",503
South Beach,Families with Children,2005,Dollars," $80,437.90 ",502
St. George,Families with Children,2005,Dollars," $75,509.08 ",501
Williamsburg/Greenpoint,Families with Children,2005,Dollars," $35,591.43 ",301
Bushwick,Families with Children,2005,Dollars," $27,329.45 ",304
Bedford Stuyvesant,Families with Children,2005,Dollars," $40,482.59 ",303
Fort Greene/Brooklyn Hts,Families with Children,2005,Dollars," $75,494.01 ",302
Park Slope,Families with Children,2005,Dollars," $129,152.34 ",306
Crown Heights North,Families with Children,2005,Dollars," $39,448.11 ",308
Brownsville,Families with Children,2005,Dollars," $28,053.83 ",316
East New York,Families with Children,2005,Dollars," $44,821.35 ",305
Canarsie,Families with Children,2005,Dollars," $73,679.92 ",318
East Flatbush,Families with Children,2005,Dollars," $50,548.62 ",317
Crown Heights South,Families with Children,2005,Dollars," $46,044.14 ",309
Sunset Park,Families with Children,2005,Dollars," $39,520.93 ",307
Bay Ridge,Families with Children,2005,Dollars," $96,690.69 ",310
Borough Park,Families with Children,2005,Dollars," $47,358.58 ",312
Flatbush/Midwood,Families with Children,2005,Dollars," $48,267.51 ",314
Sheepshead Bay,Families with Children,2005,Dollars," $65,582.39 ",315
Bensonhurst,Families with Children,2005,Dollars," $58,412.64 ",311
Coney Island,Families with Children,2005,Dollars," $53,915.69 ",313
Astoria,Families with Children,2005,Dollars," $44,322.95 ",401
Jackson Heights,Families with Children,2005,Dollars," $41,995.38 ",403
Flushing,Families with Children,2005,Dollars," $69,287.17 ",407
Bayside,Families with Children,2005,Dollars," $102,961.56 ",411
Queens Village,Families with Children,2005,Dollars," $103,908.15 ",413
Fresh Meadows/Briarwood,Families with Children,2005,Dollars," $67,862.26 ",408
Elmhurst/Corona,Families with Children,2005,Dollars," $44,995.86 ",404
Rego Park/Forest Hills,Families with Children,2005,Dollars," $94,035.45 ",406
Sunnyside/Woodside,Families with Children,2005,Dollars," $51,031.96 ",402
Ridgewood/Glendale,Families with Children,2005,Dollars," $63,183.27 ",405
Woodhaven,Families with Children,2005,Dollars," $65,062.65 ",409
Jamaica/St. Albans,Families with Children,2005,Dollars," $54,768.12 ",412
Howard Beach,Families with Children,2005,Dollars," $76,410.48 ",410
The Rockaways,Families with Children,2005,Dollars," $57,865.27 ",414
Bronx,Families with Children,2005,Dollars," $35,031.51 ",36005
Brooklyn,Families with Children,2005,Dollars," $49,117.43 ",36047
Manhattan,Families with Children,2005,Dollars," $71,135.16 ",36061
Queens,Families with Children,2005,Dollars," $63,456.95 ",36081
Staten Island,Families with Children,2005,Dollars," $89,969.12 ",36085
New York City,Families with Children,2005,Dollars," $53,045.67 ",3651000
Riverdale,Families without Children,2005,Dollars," $77,835.39 ",208
Williamsbridge,Families without Children,2005,Dollars," $59,651.74 ",212
Throgs Neck,Families without Children,2005,Dollars," $76,474.50 ",210
Pelham Parkway,Families without Children,2005,Dollars," $59,560.10 ",211
Morrisania,Families without Children,2005,Dollars," $31,320.46 ",203
East Tremont,Families without Children,2005,Dollars," $31,320.46 ",206
Bedford Park,Families without Children,2005,Dollars," $63,343.96 ",207
University Heights,Families without Children,2005,Dollars," $39,412.96 ",205
Concourse/Highbridge,Families without Children,2005,Dollars," $44,454.77 ",204
Unionport/Soundview,Families without Children,2005,Dollars," $50,890.10 ",209
Mott Haven,Families without Children,2005,Dollars," $37,220.98 ",201
Hunts Point,Families without Children,2005,Dollars," $37,220.98 ",202
Washington Heights,Families without Children,2005,Dollars," $44,471.09 ",112
Manhattanville,Families without Children,2005,Dollars," $50,665.38 ",109
Central Harlem,Families without Children,2005,Dollars," $44,625.51 ",110
East Harlem,Families without Children,2005,Dollars," $40,610.64 ",111
Upper East Side,Families without Children,2005,Dollars," $172,709.47 ",108
Upper West Side,Families without Children,2005,Dollars," $167,630.00 ",107
Chelsea/Clinton,Families without Children,2005,Dollars," $111,575.06 ",104
Midtown Business District,Families without Children,2005,Dollars," $111,575.06 ",105
Murray Hill/Stuyvesant,Families without Children,2005,Dollars," $178,178.12 ",106
Lower East Side,Families without Children,2005,Dollars," $42,461.15 ",103
Battery Park/Tribeca,Families without Children,2005,Dollars," $157,032.92 ",101
Greenwich Village,Families without Children,2005,Dollars," $157,032.92 ",102
Tottenville,Families without Children,2005,Dollars," $108,164.06 ",503
South Beach,Families without Children,2005,Dollars," $88,279.31 ",502
St. George,Families without Children,2005,Dollars," $81,458.56 ",501
Williamsburg/Greenpoint,Families without Children,2005,Dollars," $50,370.35 ",301
Bushwick,Families without Children,2005,Dollars," $43,813.24 ",304
Bedford Stuyvesant,Families without Children,2005,Dollars," $43,372.59 ",303
Fort Greene/Brooklyn Hts,Families without Children,2005,Dollars," $98,108.07 ",302
Park Slope,Families without Children,2005,Dollars," $108,854.55 ",306
Crown Heights North,Families without Children,2005,Dollars," $55,065.66 ",308
Brownsville,Families without Children,2005,Dollars," $36,541.79 ",316
East New York,Families without Children,2005,Dollars," $55,496.27 ",305
Canarsie,Families without Children,2005,Dollars," $81,148.47 ",318
East Flatbush,Families without Children,2005,Dollars," $71,408.84 ",317
Crown Heights South,Families without Children,2005,Dollars," $58,673.76 ",309
Sunset Park,Families without Children,2005,Dollars," $50,263.64 ",307
Bay Ridge,Families without Children,2005,Dollars," $71,431.44 ",310
Borough Park,Families without Children,2005,Dollars," $50,714.34 ",312
Flatbush/Midwood,Families without Children,2005,Dollars," $65,121.65 ",314
Sheepshead Bay,Families without Children,2005,Dollars," $59,696.94 ",315
Bensonhurst,Families without Children,2005,Dollars," $57,639.29 ",311
Coney Island,Families without Children,2005,Dollars," $43,946.32 ",313
Astoria,Families without Children,2005,Dollars," $63,295.00 ",401
Jackson Heights,Families without Children,2005,Dollars," $66,908.13 ",403
Flushing,Families without Children,2005,Dollars," $77,256.64 ",407
Bayside,Families without Children,2005,Dollars," $95,162.83 ",411
Queens Village,Families without Children,2005,Dollars," $91,938.89 ",413
Fresh Meadows/Briarwood,Families without Children,2005,Dollars," $81,688.30 ",408
Elmhurst/Corona,Families without Children,2005,Dollars," $68,887.94 ",404
Rego Park/Forest Hills,Families without Children,2005,Dollars," $76,222.16 ",406
Sunnyside/Woodside,Families without Children,2005,Dollars," $66,142.32 ",402
Ridgewood/Glendale,Families without Children,2005,Dollars," $65,753.13 ",405
Woodhaven,Families without Children,2005,Dollars," $74,129.36 ",409
Jamaica/St. Albans,Families without Children,2005,Dollars," $77,213.95 ",412
Howard Beach,Families without Children,2005,Dollars," $75,433.75 ",410
The Rockaways,Families without Children,2005,Dollars," $77,077.11 ",414
Bronx,Families without Children,2005,Dollars," $52,684.11 ",36005
Brooklyn,Families without Children,2005,Dollars," $59,944.26 ",36047
Manhattan,Families without Children,2005,Dollars," $90,493.89 ",36061
Queens,Families without Children,2005,Dollars," $75,627.09 ",36081
Staten Island,Families without Children,2005,Dollars," $89,070.23 ",36085
New York City,Families without Children,2005,Dollars," $69,175.43 ",3651000
Riverdale,All Households,2006,Dollars," $59,807.86 ",208
Williamsbridge,All Households,2006,Dollars," $55,494.43 ",212
Throgs Neck,All Households,2006,Dollars," $62,983.94 ",210
Pelham Parkway,All Households,2006,Dollars," $51,219.92 ",211
Morrisania,All Households,2006,Dollars," $22,440.57 ",203
East Tremont,All Households,2006,Dollars," $22,440.57 ",206
Bedford Park,All Households,2006,Dollars," $34,384.62 ",207
University Heights,All Households,2006,Dollars," $24,774.88 ",205
Concourse/Highbridge,All Households,2006,Dollars," $29,600.43 ",204
Unionport/Soundview,All Households,2006,Dollars," $42,124.72 ",209
Mott Haven,All Households,2006,Dollars," $21,703.42 ",201
Hunts Point,All Households,2006,Dollars," $21,703.42 ",202
Washington Heights,All Households,2006,Dollars," $39,517.93 ",112
Manhattanville,All Households,2006,Dollars," $34,986.75 ",109
Central Harlem,All Households,2006,Dollars," $32,851.93 ",110
East Harlem,All Households,2006,Dollars," $32,858.01 ",111
Upper East Side,All Households,2006,Dollars," $117,070.96 ",108
Upper West Side,All Households,2006,Dollars," $110,248.05 ",107
Chelsea/Clinton,All Households,2006,Dollars," $88,443.67 ",104
Midtown Business District,All Households,2006,Dollars," $88,443.67 ",105
Murray Hill/Stuyvesant,All Households,2006,Dollars," $109,130.16 ",106
Lower East Side,All Households,2006,Dollars," $44,884.79 ",103
Battery Park/Tribeca,All Households,2006,Dollars," $115,403.25 ",101
Greenwich Village,All Households,2006,Dollars," $115,403.25 ",102
Tottenville,All Households,2006,Dollars," $99,665.17 ",503
South Beach,All Households,2006,Dollars," $83,981.83 ",502
St. George,All Households,2006,Dollars," $71,133.97 ",501
Williamsburg/Greenpoint,All Households,2006,Dollars," $39,298.97 ",301
Bushwick,All Households,2006,Dollars," $33,879.81 ",304
Bedford Stuyvesant,All Households,2006,Dollars," $33,570.84 ",303
Fort Greene/Brooklyn Hts,All Households,2006,Dollars," $66,846.08 ",302
Park Slope,All Households,2006,Dollars," $90,264.66 ",306
Crown Heights North,All Households,2006,Dollars," $46,861.47 ",308
Brownsville,All Households,2006,Dollars," $27,947.31 ",316
East New York,All Households,2006,Dollars," $34,141.34 ",305
Canarsie,All Households,2006,Dollars," $71,910.05 ",318
East Flatbush,All Households,2006,Dollars," $50,485.20 ",317
Crown Heights South,All Households,2006,Dollars," $41,542.06 ",309
Sunset Park,All Households,2006,Dollars," $57,010.09 ",307
Bay Ridge,All Households,2006,Dollars," $67,016.38 ",310
Borough Park,All Households,2006,Dollars," $48,705.57 ",312
Flatbush/Midwood,All Households,2006,Dollars," $48,802.88 ",314
Sheepshead Bay,All Households,2006,Dollars," $51,587.28 ",315
Bensonhurst,All Households,2006,Dollars," $47,092.59 ",311
Coney Island,All Households,2006,Dollars," $34,039.16 ",313
Astoria,All Households,2006,Dollars," $51,227.21 ",401
Jackson Heights,All Households,2006,Dollars," $58,143.79 ",403
Flushing,All Households,2006,Dollars," $61,597.22 ",407
Bayside,All Households,2006,Dollars," $82,074.48 ",411
Queens Village,All Households,2006,Dollars," $80,336.21 ",413
Fresh Meadows/Briarwood,All Households,2006,Dollars," $68,927.38 ",408
Elmhurst/Corona,All Households,2006,Dollars," $50,387.88 ",404
Rego Park/Forest Hills,All Households,2006,Dollars," $73,088.76 ",406
Sunnyside/Woodside,All Households,2006,Dollars," $54,378.97 ",402
Ridgewood/Glendale,All Households,2006,Dollars," $61,401.37 ",405
Woodhaven,All Households,2006,Dollars," $64,132.24 ",409
Jamaica/St. Albans,All Households,2006,Dollars," $59,486.72 ",412
Howard Beach,All Households,2006,Dollars," $68,867.78 ",410
The Rockaways,All Households,2006,Dollars," $53,000.76 ",414
Bronx,All Households,2006,Dollars," $38,310.02 ",36005
Brooklyn,All Households,2006,Dollars," $49,134.97 ",36047
Manhattan,All Households,2006,Dollars," $73,006.05 ",36061
Queens,All Households,2006,Dollars," $62,268.68 ",36081
Staten Island,All Households,2006,Dollars," $83,470.93 ",36085
New York City,All Households,2006,Dollars," $56,539.33 ",3651000
Riverdale,Families,2006,Dollars," $70,198.54 ",208
Williamsbridge,Families,2006,Dollars," $66,298.69 ",212
Throgs Neck,Families,2006,Dollars," $81,572.10 ",210
Pelham Parkway,Families,2006,Dollars," $59,871.11 ",211
Morrisania,Families,2006,Dollars," $27,420.60 ",203
East Tremont,Families,2006,Dollars," $27,420.60 ",206
Bedford Park,Families,2006,Dollars," $34,882.14 ",207
University Heights,Families,2006,Dollars," $26,960.80 ",205
Concourse/Highbridge,Families,2006,Dollars," $33,520.96 ",204
Unionport/Soundview,Families,2006,Dollars," $49,378.25 ",209
Mott Haven,Families,2006,Dollars," $28,495.92 ",201
Hunts Point,Families,2006,Dollars," $28,495.92 ",202
Washington Heights,Families,2006,Dollars," $37,908.60 ",112
Manhattanville,Families,2006,Dollars," $53,353.52 ",109
Central Harlem,Families,2006,Dollars," $40,632.17 ",110
East Harlem,Families,2006,Dollars," $35,529.28 ",111
Upper East Side,Families,2006,Dollars," $216,604.76 ",108
Upper West Side,Families,2006,Dollars," $204,959.95 ",107
Chelsea/Clinton,Families,2006,Dollars," $123,830.63 ",104
Midtown Business District,Families,2006,Dollars," $123,830.63 ",105
Murray Hill/Stuyvesant,Families,2006,Dollars," $162,864.42 ",106
Lower East Side,Families,2006,Dollars," $43,336.28 ",103
Battery Park/Tribeca,Families,2006,Dollars," $171,393.97 ",101
Greenwich Village,Families,2006,Dollars," $171,393.97 ",102
Tottenville,Families,2006,Dollars," $109,214.09 ",503
South Beach,Families,2006,Dollars," $89,403.43 ",502
St. George,Families,2006,Dollars," $82,070.83 ",501
Williamsburg/Greenpoint,Families,2006,Dollars," $42,977.43 ",301
Bushwick,Families,2006,Dollars," $37,033.99 ",304
Bedford Stuyvesant,Families,2006,Dollars," $37,778.44 ",303
Fort Greene/Brooklyn Hts,Families,2006,Dollars," $74,505.90 ",302
Park Slope,Families,2006,Dollars," $102,978.71 ",306
Crown Heights North,Families,2006,Dollars," $50,857.42 ",308
Brownsville,Families,2006,Dollars," $34,118.23 ",316
East New York,Families,2006,Dollars," $42,341.25 ",305
Canarsie,Families,2006,Dollars," $82,085.43 ",318
East Flatbush,Families,2006,Dollars," $55,772.99 ",317
Crown Heights South,Families,2006,Dollars," $48,419.71 ",309
Sunset Park,Families,2006,Dollars," $58,188.80 ",307
Bay Ridge,Families,2006,Dollars," $80,122.12 ",310
Borough Park,Families,2006,Dollars," $52,702.73 ",312
Flatbush/Midwood,Families,2006,Dollars," $52,005.72 ",314
Sheepshead Bay,Families,2006,Dollars," $68,465.14 ",315
Bensonhurst,Families,2006,Dollars," $57,881.05 ",311
Coney Island,Families,2006,Dollars," $56,718.15 ",313
Astoria,Families,2006,Dollars," $55,225.60 ",401
Jackson Heights,Families,2006,Dollars," $60,991.44 ",403
Flushing,Families,2006,Dollars," $72,233.62 ",407
Bayside,Families,2006,Dollars," $98,231.01 ",411
Queens Village,Families,2006,Dollars," $89,348.69 ",413
Fresh Meadows/Briarwood,Families,2006,Dollars," $74,943.81 ",408
Elmhurst/Corona,Families,2006,Dollars," $51,710.13 ",404
Rego Park/Forest Hills,Families,2006,Dollars," $89,772.00 ",406
Sunnyside/Woodside,Families,2006,Dollars," $54,616.17 ",402
Ridgewood/Glendale,Families,2006,Dollars," $68,328.90 ",405
Woodhaven,Families,2006,Dollars," $73,403.82 ",409
Jamaica/St. Albans,Families,2006,Dollars," $66,304.77 ",412
Howard Beach,Families,2006,Dollars," $74,319.78 ",410
The Rockaways,Families,2006,Dollars," $66,110.15 ",414
Bronx,Families,2006,Dollars," $43,807.03 ",36005
Brooklyn,Families,2006,Dollars," $55,800.96 ",36047
Manhattan,Families,2006,Dollars," $86,204.24 ",36061
Queens,Families,2006,Dollars," $69,741.17 ",36081
Staten Island,Families,2006,Dollars," $95,800.60 ",36085
New York City,Families,2006,Dollars," $63,047.19 ",3651000
Riverdale,Families with Children,2006,Dollars," $60,871.01 ",208
Williamsbridge,Families with Children,2006,Dollars," $61,391.64 ",212
Throgs Neck,Families with Children,2006,Dollars," $86,969.37 ",210
Pelham Parkway,Families with Children,2006,Dollars," $52,393.76 ",211
Morrisania,Families with Children,2006,Dollars," $22,453.95 ",203
East Tremont,Families with Children,2006,Dollars," $22,453.95 ",206
Bedford Park,Families with Children,2006,Dollars," $26,738.19 ",207
University Heights,Families with Children,2006,Dollars," $24,430.64 ",205
Concourse/Highbridge,Families with Children,2006,Dollars," $28,224.66 ",204
Unionport/Soundview,Families with Children,2006,Dollars," $42,576.01 ",209
Mott Haven,Families with Children,2006,Dollars," $22,710.61 ",201
Hunts Point,Families with Children,2006,Dollars," $22,710.61 ",202
Washington Heights,Families with Children,2006,Dollars," $30,440.98 ",112
Manhattanville,Families with Children,2006,Dollars," $55,734.06 ",109
Central Harlem,Families with Children,2006,Dollars," $38,621.42 ",110
East Harlem,Families with Children,2006,Dollars," $29,731.81 ",111
Upper East Side,Families with Children,2006,Dollars," $243,284.56 ",108
Upper West Side,Families with Children,2006,Dollars," $243,284.56 ",107
Chelsea/Clinton,Families with Children,2006,Dollars," $87,504.59 ",104
Midtown Business District,Families with Children,2006,Dollars," $87,504.59 ",105
Murray Hill/Stuyvesant,Families with Children,2006,Dollars," $162,930.10 ",106
Lower East Side,Families with Children,2006,Dollars," $37,650.72 ",103
Battery Park/Tribeca,Families with Children,2006,Dollars," $190,892.02 ",101
Greenwich Village,Families with Children,2006,Dollars," $190,892.02 ",102
Tottenville,Families with Children,2006,Dollars," $119,565.85 ",503
South Beach,Families with Children,2006,Dollars," $92,607.49 ",502
St. George,Families with Children,2006,Dollars," $75,500.93 ",501
Williamsburg/Greenpoint,Families with Children,2006,Dollars," $27,895.01 ",301
Bushwick,Families with Children,2006,Dollars," $33,119.54 ",304
Bedford Stuyvesant,Families with Children,2006,Dollars," $31,491.97 ",303
Fort Greene/Brooklyn Hts,Families with Children,2006,Dollars," $83,878.44 ",302
Park Slope,Families with Children,2006,Dollars," $98,824.62 ",306
Crown Heights North,Families with Children,2006,Dollars," $44,247.38 ",308
Brownsville,Families with Children,2006,Dollars," $27,662.67 ",316
East New York,Families with Children,2006,Dollars," $37,721.27 ",305
Canarsie,Families with Children,2006,Dollars," $79,582.03 ",318
East Flatbush,Families with Children,2006,Dollars," $41,919.15 ",317
Crown Heights South,Families with Children,2006,Dollars," $40,747.73 ",309
Sunset Park,Families with Children,2006,Dollars," $49,446.37 ",307
Bay Ridge,Families with Children,2006,Dollars," $74,707.82 ",310
Borough Park,Families with Children,2006,Dollars," $50,262.59 ",312
Flatbush/Midwood,Families with Children,2006,Dollars," $53,782.92 ",314
Sheepshead Bay,Families with Children,2006,Dollars," $69,146.34 ",315
Bensonhurst,Families with Children,2006,Dollars," $55,494.43 ",311
Coney Island,Families with Children,2006,Dollars," $60,973.19 ",313
Astoria,Families with Children,2006,Dollars," $44,362.94 ",401
Jackson Heights,Families with Children,2006,Dollars," $47,829.75 ",403
Flushing,Families with Children,2006,Dollars," $69,316.64 ",407
Bayside,Families with Children,2006,Dollars," $107,608.41 ",411
Queens Village,Families with Children,2006,Dollars," $77,424.10 ",413
Fresh Meadows/Briarwood,Families with Children,2006,Dollars," $71,332.25 ",408
Elmhurst/Corona,Families with Children,2006,Dollars," $45,992.95 ",404
