Location,Household Type,TimeFrame,DataFormat,Data,Fips
Manhattan,Families,2008,Dollars,90137.96586,36061
Queens,Families,2008,Dollars,72210.84114,36081
Staten Island,Families,2008,Dollars,95333.39196,36085
New York City,Families,2008,Dollars,64418.27154,3651000
Riverdale,Families with Children,2008,Dollars,59753.66513,208
Williamsbridge,Families with Children,2008,Dollars,60682.03002,212
Throgs Neck,Families with Children,2008,Dollars,82844.32121,210
Pelham Parkway,Families with Children,2008,Dollars,48503.93303,211
Morrisania,Families with Children,2008,Dollars,21421.87747,203
East Tremont,Families with Children,2008,Dollars,21421.87747,206
Bedford Park,Families with Children,2008,Dollars,32565.67345,207
University Heights,Families with Children,2008,Dollars,24205.83304,205
Concourse/Highbridge,Families with Children,2008,Dollars,24279.87442,204
Unionport/Soundview,Families with Children,2008,Dollars,39724.90455,209
Mott Haven,Families with Children,2008,Dollars,26162.80345,201
Hunts Point,Families with Children,2008,Dollars,26162.80345,202
Washington Heights,Families with Children,2008,Dollars,36837.29105,112
Manhattanville,Families with Children,2008,Dollars,35061.43723,109
Central Harlem,Families with Children,2008,Dollars,46333.95129,110
East Harlem,Families with Children,2008,Dollars,30376.32705,111
Upper East Side,Families with Children,2008,Dollars,227819.6051,108
Upper West Side,Families with Children,2008,Dollars,216485.5798,107
Chelsea/Clinton,Families with Children,2008,Dollars,96291.3734,104
Midtown Business District,Families with Children,2008,Dollars,96291.3734,105
Murray Hill/Stuyvesant,Families with Children,2008,Dollars,195537.5671,106
Lower East Side,Families with Children,2008,Dollars,39652.00227,103
Battery Park/Tribeca,Families with Children,2008,Dollars,218760.3585,101
Greenwich Village,Families with Children,2008,Dollars,218760.3585,102
Tottenville,Families with Children,2008,Dollars,113925.7499,503
South Beach,Families with Children,2008,Dollars,90677.89833,502
St. George,Families with Children,2008,Dollars,59167.02965,501
Williamsburg/Greenpoint,Families with Children,2008,Dollars,42611.37894,301
Bushwick,Families with Children,2008,Dollars,40633.90477,304
Bedford Stuyvesant,Families with Children,2008,Dollars,35330.26436,303
Fort Greene/Brooklyn Hts,Families with Children,2008,Dollars,84475.50958,302
Park Slope,Families with Children,2008,Dollars,131235.4835,306
Crown Heights North,Families with Children,2008,Dollars,38195.0959,308
Brownsville,Families with Children,2008,Dollars,30556.30454,316
East New York,Families with Children,2008,Dollars,42990.69858,305
Canarsie,Families with Children,2008,Dollars,74847.85307,318
East Flatbush,Families with Children,2008,Dollars,58550.77761,317
Crown Heights South,Families with Children,2008,Dollars,46708.71454,309
Sunset Park,Families with Children,2008,Dollars,45362.30067,307
Bay Ridge,Families with Children,2008,Dollars,70176.41206,310
Borough Park,Families with Children,2008,Dollars,44851.98476,312
Flatbush/Midwood,Families with Children,2008,Dollars,51629.61801,314
Sheepshead Bay,Families with Children,2008,Dollars,73040.1045,315
Bensonhurst,Families with Children,2008,Dollars,48590.50448,311
Coney Island,Families with Children,2008,Dollars,55042.3557,313
Astoria,Families with Children,2008,Dollars,63119.6998,401
Jackson Heights,Families with Children,2008,Dollars,47264.59438,403
Flushing,Families with Children,2008,Dollars,71066.04762,407
Bayside,Families with Children,2008,Dollars,95618.16647,411
Queens Village,Families with Children,2008,Dollars,88812.05576,413
Fresh Meadows/Briarwood,Families with Children,2008,Dollars,75445.87953,408
Elmhurst/Corona,Families with Children,2008,Dollars,36151.55404,404
Rego Park/Forest Hills,Families with Children,2008,Dollars,102334.2884,406
Sunnyside/Woodside,Families with Children,2008,Dollars,52445.2122,402
Ridgewood/Glendale,Families with Children,2008,Dollars,69099.96443,405
Woodhaven,Families with Children,2008,Dollars,59864.15764,409
Jamaica/St. Albans,Families with Children,2008,Dollars,67447.13319,412
Howard Beach,Families with Children,2008,Dollars,69251.46447,410
The Rockaways,Families with Children,2008,Dollars,66358.15548,414
Bronx,Families with Children,2008,Dollars,36273.43753,36005
Brooklyn,Families with Children,2008,Dollars,50857.30955,36047
Manhattan,Families with Children,2008,Dollars,81527.52389,36061
Queens,Families with Children,2008,Dollars,67564.46029,36081
Staten Island,Families with Children,2008,Dollars,93951.66605,36085
New York City,Families with Children,2008,Dollars,57140.57426,3651000
Riverdale,Families without Children,2008,Dollars,82079.98643,208
Williamsbridge,Families without Children,2008,Dollars,63534.33148,212
Throgs Neck,Families without Children,2008,Dollars,86468.93112,210
Pelham Parkway,Families without Children,2008,Dollars,65643.94102,211
Morrisania,Families without Children,2008,Dollars,35030.68158,203
East Tremont,Families without Children,2008,Dollars,35030.68158,206
Bedford Park,Families without Children,2008,Dollars,53109.30635,207
University Heights,Families without Children,2008,Dollars,45437.48114,205
Concourse/Highbridge,Families without Children,2008,Dollars,42499.74734,204
Unionport/Soundview,Families without Children,2008,Dollars,59556.60117,209
Mott Haven,Families without Children,2008,Dollars,28098.131,201
Hunts Point,Families without Children,2008,Dollars,28098.131,202
Washington Heights,Families without Children,2008,Dollars,55583.42726,112
Manhattanville,Families without Children,2008,Dollars,59234.23643,109
Central Harlem,Families without Children,2008,Dollars,47121.06803,110
East Harlem,Families without Children,2008,Dollars,42309.51797,111
Upper East Side,Families without Children,2008,Dollars,187657.2869,108
Upper West Side,Families without Children,2008,Dollars,147959.7207,107
Chelsea/Clinton,Families without Children,2008,Dollars,139447.2412,104
Midtown Business District,Families without Children,2008,Dollars,139447.2412,105
Murray Hill/Stuyvesant,Families without Children,2008,Dollars,173309.2082,106
Lower East Side,Families without Children,2008,Dollars,42316.35255,103
Battery Park/Tribeca,Families without Children,2008,Dollars,195141.161,101
Greenwich Village,Families without Children,2008,Dollars,195141.161,102
Tottenville,Families without Children,2008,Dollars,108440.9929,503
South Beach,Families without Children,2008,Dollars,99730.31034,502
St. George,Families without Children,2008,Dollars,81419.30958,501
Williamsburg/Greenpoint,Families without Children,2008,Dollars,48158.78633,301
Bushwick,Families without Children,2008,Dollars,48067.65848,304
Bedford Stuyvesant,Families without Children,2008,Dollars,55202.96852,303
Fort Greene/Brooklyn Hts,Families without Children,2008,Dollars,102834.3525,302
Park Slope,Families without Children,2008,Dollars,118226.9841,306
Crown Heights North,Families without Children,2008,Dollars,50939.32461,308
Brownsville,Families without Children,2008,Dollars,45846.41733,316
East New York,Families without Children,2008,Dollars,51074.87727,305
Canarsie,Families without Children,2008,Dollars,87224.15312,318
East Flatbush,Families without Children,2008,Dollars,62873.65462,317
Crown Heights South,Families without Children,2008,Dollars,53214.10336,309
Sunset Park,Families without Children,2008,Dollars,65547.11769,307
Bay Ridge,Families without Children,2008,Dollars,75145.15765,310
Borough Park,Families without Children,2008,Dollars,58473.31895,312
Flatbush/Midwood,Families without Children,2008,Dollars,64364.73394,314
Sheepshead Bay,Families without Children,2008,Dollars,63682.41422,315
Bensonhurst,Families without Children,2008,Dollars,54947.81056,311
Coney Island,Families without Children,2008,Dollars,44120.68383,313
Astoria,Families without Children,2008,Dollars,71410.05523,401
Jackson Heights,Families without Children,2008,Dollars,69135.27647,403
Flushing,Families without Children,2008,Dollars,77025.80849,407
Bayside,Families without Children,2008,Dollars,100103.9345,411
Queens Village,Families without Children,2008,Dollars,98747.26874,413
Fresh Meadows/Briarwood,Families without Children,2008,Dollars,81385.13664,408
Elmhurst/Corona,Families without Children,2008,Dollars,57072.22838,404
Rego Park/Forest Hills,Families without Children,2008,Dollars,97174.17437,406
Sunnyside/Woodside,Families without Children,2008,Dollars,70834.81072,402
Ridgewood/Glendale,Families without Children,2008,Dollars,74363.73641,405
Woodhaven,Families without Children,2008,Dollars,68901.76137,409
Jamaica/St. Albans,Families without Children,2008,Dollars,70571.67908,412
Howard Beach,Families without Children,2008,Dollars,75983.5338,410
The Rockaways,Families without Children,2008,Dollars,69260.57725,414
Bronx,Families without Children,2008,Dollars,55236.00236,36005
Brooklyn,Families without Children,2008,Dollars,59660.25909,36047
Manhattan,Families without Children,2008,Dollars,94770.67753,36061
Queens,Families without Children,2008,Dollars,76899.36861,36081
Staten Island,Families without Children,2008,Dollars,97038.6217,36085
New York City,Families without Children,2008,Dollars,70843.92351,3651000
Riverdale,All Households,2009,Dollars,59487.29689,208
Williamsbridge,All Households,2009,Dollars,52753.29557,212
Throgs Neck,All Households,2009,Dollars,53035.54541,210
Pelham Parkway,All Households,2009,Dollars,54714.18922,211
Morrisania,All Households,2009,Dollars,26776.0256,203
East Tremont,All Households,2009,Dollars,26776.0256,206
Bedford Park,All Households,2009,Dollars,33625.44082,207
University Heights,All Households,2009,Dollars,27692.48056,205
Concourse/Highbridge,All Households,2009,Dollars,33654.00862,204
Unionport/Soundview,All Households,2009,Dollars,38496.82171,209
Mott Haven,All Households,2009,Dollars,21982.34911,201
Hunts Point,All Households,2009,Dollars,21982.34911,202
Washington Heights,All Households,2009,Dollars,42385.47036,112
Manhattanville,All Households,2009,Dollars,44124.6779,109
Central Harlem,All Households,2009,Dollars,35965.71482,110
East Harlem,All Households,2009,Dollars,31965.08041,111
Upper East Side,All Households,2009,Dollars,112919.3633,108
Upper West Side,All Households,2009,Dollars,120860.0684,107
Chelsea/Clinton,All Households,2009,Dollars,93436.12518,104
Midtown Business District,All Households,2009,Dollars,93436.12518,105
Murray Hill/Stuyvesant,All Households,2009,Dollars,112786.8088,106
Lower East Side,All Households,2009,Dollars,47141.43735,103
Battery Park/Tribeca,All Households,2009,Dollars,116321.2167,101
Greenwich Village,All Households,2009,Dollars,116321.2167,102
Tottenville,All Households,2009,Dollars,87940.82358,503
South Beach,All Households,2009,Dollars,79997.83305,502
St. George,All Households,2009,Dollars,64175.84387,501
Williamsburg/Greenpoint,All Households,2009,Dollars,44830.87386,301
Bushwick,All Households,2009,Dollars,36315.38467,304
Bedford Stuyvesant,All Households,2009,Dollars,34463.04865,303
Fort Greene/Brooklyn Hts,All Households,2009,Dollars,75597.24947,302
Park Slope,All Households,2009,Dollars,103142.3202,306
Crown Heights North,All Households,2009,Dollars,43914.4189,308
Brownsville,All Households,2009,Dollars,29531.10403,316
East New York,All Households,2009,Dollars,38109.44237,305
Canarsie,All Households,2009,Dollars,72942.72969,318
East Flatbush,All Households,2009,Dollars,54677.62243,317
Crown Heights South,All Households,2009,Dollars,42871.12293,309
Sunset Park,All Households,2009,Dollars,44729.1725,307
Bay Ridge,All Households,2009,Dollars,60496.31151,310
Borough Park,All Households,2009,Dollars,46823.76344,312
Flatbush/Midwood,All Households,2009,Dollars,46133.56544,314
Sheepshead Bay,All Households,2009,Dollars,56207.71369,315
Bensonhurst,All Households,2009,Dollars,44078.96942,311
Coney Island,All Households,2009,Dollars,37244.40945,313
Astoria,All Households,2009,Dollars,54204.5397,401
Jackson Heights,All Households,2009,Dollars,58946.79415,403
Flushing,All Households,2009,Dollars,59778.68842,407
Bayside,All Households,2009,Dollars,82356.39045,411
Queens Village,All Households,2009,Dollars,82240.97654,413
Fresh Meadows/Briarwood,All Households,2009,Dollars,60848.26678,408
Elmhurst/Corona,All Households,2009,Dollars,49479.42593,404
Rego Park/Forest Hills,All Households,2009,Dollars,75865.78677,406
Sunnyside/Woodside,All Households,2009,Dollars,62989.70891,402
Ridgewood/Glendale,All Households,2009,Dollars,60018.65793,405
Woodhaven,All Households,2009,Dollars,59655.27554,409
Jamaica/St. Albans,All Households,2009,Dollars,62002.40581,412
Howard Beach,All Households,2009,Dollars,70896.13265,410
The Rockaways,All Households,2009,Dollars,59015.35687,414
Bronx,All Households,2009,Dollars,37587.22303,36005
Brooklyn,All Households,2009,Dollars,49326.30254,36047
Manhattan,All Households,2009,Dollars,78511.16485,36061
Queens,All Households,2009,Dollars,62986.28077,36081
Staten Island,All Households,2009,Dollars,75752.65829,36085
New York City,All Households,2009,Dollars,57173.30526,3651000
Riverdale,Families,2009,Dollars,78933.96826,208
Williamsbridge,Families,2009,Dollars,61000.24746,212
Throgs Neck,Families,2009,Dollars,66325.28499,210
Pelham Parkway,Families,2009,Dollars,61805.85936,211
Morrisania,Families,2009,Dollars,29590.52505,203
East Tremont,Families,2009,Dollars,29590.52505,206
Bedford Park,Families,2009,Dollars,37224.98335,207
University Heights,Families,2009,Dollars,30032.75456,205
Concourse/Highbridge,Families,2009,Dollars,36577.0657,204
Unionport/Soundview,Families,2009,Dollars,45639.9139,209
Mott Haven,Families,2009,Dollars,26894.86764,201
Hunts Point,Families,2009,Dollars,26894.86764,202
Washington Heights,Families,2009,Dollars,43635.5972,112
Manhattanville,Families,2009,Dollars,52044.81418,109
Central Harlem,Families,2009,Dollars,45669.62441,110
East Harlem,Families,2009,Dollars,30886.36036,111
Upper East Side,Families,2009,Dollars,203413.0053,108
Upper West Side,Families,2009,Dollars,206715.4428,107
Chelsea/Clinton,Families,2009,Dollars,142945.2616,104
Midtown Business District,Families,2009,Dollars,142945.2616,105
Murray Hill/Stuyvesant,Families,2009,Dollars,168676.8485,106
Lower East Side,Families,2009,Dollars,39791.51431,103
Battery Park/Tribeca,Families,2009,Dollars,177452.876,101
Greenwich Village,Families,2009,Dollars,177452.876,102
Tottenville,Families,2009,Dollars,99450.21799,503
South Beach,Families,2009,Dollars,96454.02735,502
St. George,Families,2009,Dollars,77088.48852,501
Williamsburg/Greenpoint,Families,2009,Dollars,39012.18479,301
Bushwick,Families,2009,Dollars,35928.00533,304
Bedford Stuyvesant,Families,2009,Dollars,41775.2622,303
Fort Greene/Brooklyn Hts,Families,2009,Dollars,107996.5604,302
Park Slope,Families,2009,Dollars,127032.9982,306
Crown Heights North,Families,2009,Dollars,49989.07545,308
Brownsville,Families,2009,Dollars,34111.09338,316
East New York,Families,2009,Dollars,42531.73749,305
Canarsie,Families,2009,Dollars,85135.46582,318
East Flatbush,Families,2009,Dollars,63522.21266,317
Crown Heights South,Families,2009,Dollars,50527.29276,309
Sunset Park,Families,2009,Dollars,46876.32819,307
Bay Ridge,Families,2009,Dollars,74541.38366,310
Borough Park,Families,2009,Dollars,51681.43179,312
Flatbush/Midwood,Families,2009,Dollars,56643.08693,314
Sheepshead Bay,Families,2009,Dollars,71596.61505,315
Bensonhurst,Families,2009,Dollars,48710.38081,311
Coney Island,Families,2009,Dollars,48928.63879,313
Astoria,Families,2009,Dollars,56971.04525,401
Jackson Heights,Families,2009,Dollars,60655.14846,403
Flushing,Families,2009,Dollars,70183.08041,407
Bayside,Families,2009,Dollars,103341.1521,411
Queens Village,Families,2009,Dollars,99659.33427,413
Fresh Meadows/Briarwood,Families,2009,Dollars,69805.98548,408
Elmhurst/Corona,Families,2009,Dollars,49018.91303,404
Rego Park/Forest Hills,Families,2009,Dollars,99894.73292,406
Sunnyside/Woodside,Families,2009,Dollars,70172.79601,402
Ridgewood/Glendale,Families,2009,Dollars,70648.16416,405
Woodhaven,Families,2009,Dollars,64666.06729,409
Jamaica/St. Albans,Families,2009,Dollars,66921.78061,412
Howard Beach,Families,2009,Dollars,80997.70598,410
The Rockaways,Families,2009,Dollars,78636.86316,414
Bronx,Families,2009,Dollars,42735.14021,36005
Brooklyn,Families,2009,Dollars,55799.76554,36047
Manhattan,Families,2009,Dollars,101785.9211,36061
Queens,Families,2009,Dollars,71331.50589,36081
Staten Island,Families,2009,Dollars,91664.92171,36085
New York City,Families,2009,Dollars,64053.5737,3651000
Riverdale,Families with Children,2009,Dollars,78865.40555,208
Williamsbridge,Families with Children,2009,Dollars,48028.1818,212
Throgs Neck,Families with Children,2009,Dollars,58546.84498,210
Pelham Parkway,Families with Children,2009,Dollars,56539.10014,211
Morrisania,Families with Children,2009,Dollars,27423.94326,203
East Tremont,Families with Children,2009,Dollars,27423.94326,206
Bedford Park,Families with Children,2009,Dollars,30101.31727,207
University Heights,Families with Children,2009,Dollars,25823.00386,205
Concourse/Highbridge,Families with Children,2009,Dollars,32359.31602,204
Unionport/Soundview,Families with Children,2009,Dollars,36449.08196,209
Mott Haven,Families with Children,2009,Dollars,25361.34825,201
Hunts Point,Families with Children,2009,Dollars,25361.34825,202
Washington Heights,Families with Children,2009,Dollars,36749.6152,112
Manhattanville,Families with Children,2009,Dollars,55283.25975,109
Central Harlem,Families with Children,2009,Dollars,43428.76634,110
East Harlem,Families with Children,2009,Dollars,28319.8294,111
Upper East Side,Families with Children,2009,Dollars,217980.2968,108
Upper West Side,Families with Children,2009,Dollars,230129.6099,107
Chelsea/Clinton,Families with Children,2009,Dollars,201798.3534,104
Midtown Business District,Families with Children,2009,Dollars,201798.3534,105
Murray Hill/Stuyvesant,Families with Children,2009,Dollars,159115.7779,106
Lower East Side,Families with Children,2009,Dollars,36017.13686,103
Battery Park/Tribeca,Families with Children,2009,Dollars,178312.1954,101
Greenwich Village,Families with Children,2009,Dollars,178312.1954,102
Tottenville,Families with Children,2009,Dollars,96520.30464,503
South Beach,Families with Children,2009,Dollars,98388.63862,502
St. George,Families with Children,2009,Dollars,65985.89955,501
Williamsburg/Greenpoint,Families with Children,2009,Dollars,31849.6665,301
Bushwick,Families with Children,2009,Dollars,29641.94708,304
Bedford Stuyvesant,Families with Children,2009,Dollars,30113.8871,303
Fort Greene/Brooklyn Hts,Families with Children,2009,Dollars,124958.9761,302
Park Slope,Families with Children,2009,Dollars,129998.3356,306
Crown Heights North,Families with Children,2009,Dollars,40186.89264,308
Brownsville,Families with Children,2009,Dollars,27757.61513,316
East New York,Families with Children,2009,Dollars,35069.82868,305
Canarsie,Families with Children,2009,Dollars,72550.7795,318
East Flatbush,Families with Children,2009,Dollars,57032.75169,317
Crown Heights South,Families with Children,2009,Dollars,51000.37549,309
Sunset Park,Families with Children,2009,Dollars,36489.07688,307
Bay Ridge,Families with Children,2009,Dollars,78688.2852,310
Borough Park,Families with Children,2009,Dollars,48956.06387,312
Flatbush/Midwood,Families with Children,2009,Dollars,46301.5441,314
Sheepshead Bay,Families with Children,2009,Dollars,69460.88648,315
Bensonhurst,Families with Children,2009,Dollars,47757.35908,311
Coney Island,Families with Children,2009,Dollars,52048.24232,313
Astoria,Families with Children,2009,Dollars,45147.40506,401
Jackson Heights,Families with Children,2009,Dollars,46236.40952,403
Flushing,Families with Children,2009,Dollars,77479.29599,407
Bayside,Families with Children,2009,Dollars,102572.1069,411
Queens Village,Families with Children,2009,Dollars,102657.8103,413
Fresh Meadows/Briarwood,Families with Children,2009,Dollars,75212.15555,408
Elmhurst/Corona,Families with Children,2009,Dollars,40963.93674,404
Rego Park/Forest Hills,Families with Children,2009,Dollars,107000.1156,406
Sunnyside/Woodside,Families with Children,2009,Dollars,62077.8248,402
Ridgewood/Glendale,Families with Children,2009,Dollars,60860.83661,405
Woodhaven,Families with Children,2009,Dollars,58450.85718,409
Jamaica/St. Albans,Families with Children,2009,Dollars,58169.75005,412
Howard Beach,Families with Children,2009,Dollars,69743.13633,410
The Rockaways,Families with Children,2009,Dollars,70015.10176,414
Bronx,Families with Children,2009,Dollars,35297.22835,36005
Brooklyn,Families with Children,2009,Dollars,49698.82662,36047
Manhattan,Families with Children,2009,Dollars,112902.2227,36061
Queens,Families with Children,2009,Dollars,66369.85075,36081
Staten Island,Families with Children,2009,Dollars,81310.80904,36085
New York City,Families with Children,2009,Dollars,56232.85335,3651000
Riverdale,Families without Children,2009,Dollars,79468.75744,208
Williamsbridge,Families without Children,2009,Dollars,74157.43245,212
Throgs Neck,Families without Children,2009,Dollars,71858.29608,210
Pelham Parkway,Families without Children,2009,Dollars,67233.74096,211
Morrisania,Families without Children,2009,Dollars,33072.36825,203
East Tremont,Families without Children,2009,Dollars,33072.36825,206
Bedford Park,Families without Children,2009,Dollars,53770.30917,207
University Heights,Families without Children,2009,Dollars,43892.70738,205
Concourse/Highbridge,Families without Children,2009,Dollars,44784.02267,204
Unionport/Soundview,Families without Children,2009,Dollars,57027.03813,209
Mott Haven,Families without Children,2009,Dollars,30341.28677,201
Hunts Point,Families without Children,2009,Dollars,30341.28677,202
Washington Heights,Families without Children,2009,Dollars,47948.19197,112
Manhattanville,Families without Children,2009,Dollars,51264.34194,109
Central Harlem,Families without Children,2009,Dollars,56688.79541,110
East Harlem,Families without Children,2009,Dollars,31710.25565,111
Upper East Side,Families without Children,2009,Dollars,191377.9634,108
Upper West Side,Families without Children,2009,Dollars,183854.3482,107
Chelsea/Clinton,Families without Children,2009,Dollars,128564.2322,104
Midtown Business District,Families without Children,2009,Dollars,128564.2322,105
Murray Hill/Stuyvesant,Families without Children,2009,Dollars,169607.016,106
Lower East Side,Families without Children,2009,Dollars,47141.43735,103
Battery Park/Tribeca,Families without Children,2009,Dollars,175808.5136,101
Greenwich Village,Families without Children,2009,Dollars,175808.5136,102
Tottenville,Families without Children,2009,Dollars,104999.2271,503
South Beach,Families without Children,2009,Dollars,95930.66529,502
St. George,Families without Children,2009,Dollars,93004.18007,501
Williamsburg/Greenpoint,Families without Children,2009,Dollars,50501.01038,301
Bushwick,Families without Children,2009,Dollars,40925.08453,304
Bedford Stuyvesant,Families without Children,2009,Dollars,59352.45688,303
Fort Greene/Brooklyn Hts,Families without Children,2009,Dollars,106444.7576,302
Park Slope,Families without Children,2009,Dollars,123569.4384,306
Crown Heights North,Families without Children,2009,Dollars,66665.81314,308
Brownsville,Families without Children,2009,Dollars,38733.36308,316
East New York,Families without Children,2009,Dollars,53377.21628,305
Canarsie,Families without Children,2009,Dollars,92157.43054,318
East Flatbush,Families without Children,2009,Dollars,65540.2419,317
Crown Heights South,Families without Children,2009,Dollars,49316.01813,309
Sunset Park,Families without Children,2009,Dollars,57028.18084,307
Bay Ridge,Families without Children,2009,Dollars,70605.88382,310
Borough Park,Families without Children,2009,Dollars,54174.82919,312
Flatbush/Midwood,Families without Children,2009,Dollars,64176.98659,314
Sheepshead Bay,Families without Children,2009,Dollars,74867.05655,315
Bensonhurst,Families without Children,2009,Dollars,49518.27814,311
Coney Island,Families without Children,2009,Dollars,47144.86549,313
Astoria,Families without Children,2009,Dollars,61040.24238,401
Jackson Heights,Families without Children,2009,Dollars,68376.45288,403
Flushing,Families without Children,2009,Dollars,66556.11279,407
Bayside,Families without Children,2009,Dollars,103482.8483,411
Queens Village,Families without Children,2009,Dollars,95501.00561,413
Fresh Meadows/Briarwood,Families without Children,2009,Dollars,64420.38422,408
Elmhurst/Corona,Families without Children,2009,Dollars,60628.86609,404
Rego Park/Forest Hills,Families without Children,2009,Dollars,98547.47557,406
Sunnyside/Woodside,Families without Children,2009,Dollars,73033.00393,402
Ridgewood/Glendale,Families without Children,2009,Dollars,76638.26002,405
Woodhaven,Families without Children,2009,Dollars,75353.85183,409
Jamaica/St. Albans,Families without Children,2009,Dollars,72673.04968,412
Howard Beach,Families without Children,2009,Dollars,85775.3845,410
The Rockaways,Families without Children,2009,Dollars,82866.03996,414
Bronx,Families without Children,2009,Dollars,52165.94164,36005
Brooklyn,Families without Children,2009,Dollars,61394.48307,36047
Manhattan,Families without Children,2009,Dollars,95899.81207,36061
Queens,Families without Children,2009,Dollars,75680.66744,36081
Staten Island,Families without Children,2009,Dollars,96590.01006,36085
New York City,Families without Children,2009,Dollars,70691.58722,3651000
Riverdale,All Households,2010,Dollars,56273.07981,208
Williamsbridge,All Households,2010,Dollars,49449.51064,212
Throgs Neck,All Households,2010,Dollars,53108.68896,210
Pelham Parkway,All Households,2010,Dollars,49044.68452,211
Morrisania,All Households,2010,Dollars,23138.06183,203
East Tremont,All Households,2010,Dollars,23138.06183,206
Bedford Park,All Households,2010,Dollars,30603.73021,207
University Heights,All Households,2010,Dollars,28846.11013,205
Concourse/Highbridge,All Households,2010,Dollars,30059.46398,204
Unionport/Soundview,All Households,2010,Dollars,44181.14849,209
Mott Haven,All Households,2010,Dollars,23439.43239,201
Hunts Point,All Households,2010,Dollars,23439.43239,202
Washington Heights,All Households,2010,Dollars,46297.48948,112
Manhattanville,All Households,2010,Dollars,41908.49963,109
Central Harlem,All Households,2010,Dollars,39734.80826,110
East Harlem,All Households,2010,Dollars,34380.98282,111
Upper East Side,All Households,2010,Dollars,107365.5098,108
Upper West Side,All Households,2010,Dollars,101207.6547,107
Chelsea/Clinton,All Households,2010,Dollars,87538.02601,104
Midtown Business District,All Households,2010,Dollars,87538.02601,105
Murray Hill/Stuyvesant,All Households,2010,Dollars,102465.9892,106
Lower East Side,All Households,2010,Dollars,47582.81242,103
Battery Park/Tribeca,All Households,2010,Dollars,114834.5517,101
Greenwich Village,All Households,2010,Dollars,114834.5517,102
Tottenville,All Households,2010,Dollars,91843.80161,503
South Beach,All Households,2010,Dollars,77294.80064,502
St. George,All Households,2010,Dollars,66728.83889,501
Williamsburg/Greenpoint,All Households,2010,Dollars,47092.523,301
Bushwick,All Households,2010,Dollars,41663.35492,304
Bedford Stuyvesant,All Households,2010,Dollars,41590.26131,303
Fort Greene/Brooklyn Hts,All Households,2010,Dollars,80731.3246,302
Park Slope,All Households,2010,Dollars,93268.56465,306
Crown Heights North,All Households,2010,Dollars,43373.74528,308
Brownsville,All Households,2010,Dollars,29503.95258,316
East New York,All Households,2010,Dollars,35495.37916,305
Canarsie,All Households,2010,Dollars,66148.58812,318
East Flatbush,All Households,2010,Dollars,48725.32169,317
Crown Heights South,All Households,2010,Dollars,43624.51257,309
Sunset Park,All Households,2010,Dollars,45432.73591,307
Bay Ridge,All Households,2010,Dollars,54389.51383,310
Borough Park,All Households,2010,Dollars,40640.04445,312
Flatbush/Midwood,All Households,2010,Dollars,48432.94727,314
Sheepshead Bay,All Households,2010,Dollars,52793.8242,315
Bensonhurst,All Households,2010,Dollars,43006.02822,311
Coney Island,All Households,2010,Dollars,32741.43703,313
Astoria,All Households,2010,Dollars,52318.15351,401
Jackson Heights,All Households,2010,Dollars,50473.94563,403
Flushing,All Households,2010,Dollars,58588.46031,407
Bayside,All Households,2010,Dollars,79271.70153,411
Queens Village,All Households,2010,Dollars,85544.25737,413
Fresh Meadows/Briarwood,All Households,2010,Dollars,62112.6966,408
Elmhurst/Corona,All Households,2010,Dollars,46430.18249,404
Rego Park/Forest Hills,All Households,2010,Dollars,62003.61845,406
Sunnyside/Woodside,All Households,2010,Dollars,58693.0404,402
Ridgewood/Glendale,All Households,2010,Dollars,59891.77552,405
Woodhaven,All Households,2010,Dollars,64268.39569,409
Jamaica/St. Albans,All Households,2010,Dollars,55963.83763,412
Howard Beach,All Households,2010,Dollars,63317.05431,410
The Rockaways,All Households,2010,Dollars,53891.3528,414
Bronx,All Households,2010,Dollars,36623.26972,36005
Brooklyn,All Households,2010,Dollars,47390.52001,36047
Manhattan,All Households,2010,Dollars,71780.16926,36061
Queens,All Households,2010,Dollars,59660.12502,36081
Staten Island,All Households,2010,Dollars,79345.91965,36085
New York City,All Households,2010,Dollars,54812.33222,3651000
Riverdale,Families,2010,Dollars,61339.0289,208
Williamsbridge,Families,2010,Dollars,55100.20857,212
Throgs Neck,Families,2010,Dollars,64322.37251,210
Pelham Parkway,Families,2010,Dollars,58073.43153,211
Morrisania,Families,2010,Dollars,28444.65756,203
East Tremont,Families,2010,Dollars,28444.65756,206
Bedford Park,Families,2010,Dollars,33775.99267,207
University Heights,Families,2010,Dollars,30583.4889,205
Concourse/Highbridge,Families,2010,Dollars,33096.7844,204
Unionport/Soundview,Families,2010,Dollars,45654.26576,209
Mott Haven,Families,2010,Dollars,25533.28304,201
Hunts Point,Families,2010,Dollars,25533.28304,202
Washington Heights,Families,2010,Dollars,48372.22335,112
Manhattanville,Families,2010,Dollars,45777.96263,109
Central Harlem,Families,2010,Dollars,43459.20857,110
East Harlem,Families,2010,Dollars,38566.4351,111
Upper East Side,Families,2010,Dollars,192987.3588,108
Upper West Side,Families,2010,Dollars,158754.8123,107
Chelsea/Clinton,Families,2010,Dollars,119373.1023,104
Midtown Business District,Families,2010,Dollars,119373.1023,105
Murray Hill/Stuyvesant,Families,2010,Dollars,161362.5672,106
Lower East Side,Families,2010,Dollars,49141.39298,103
Battery Park/Tribeca,Families,2010,Dollars,181801.7882,101
Greenwich Village,Families,2010,Dollars,181801.7882,102
Tottenville,Families,2010,Dollars,112813.7947,503
