Location,Household Type,TimeFrame,DataFormat,Data,Fips
Riverdale,All Households,2005,Dollars,60686.21876,208
Williamsbridge,All Households,2005,Dollars,49881.99032,212
Throgs Neck,All Households,2005,Dollars,55211.28961,210
Pelham Parkway,All Households,2005,Dollars,50494.64003,211
Morrisania,All Households,2005,Dollars,23524.24268,203
East Tremont,All Households,2005,Dollars,23524.24268,206
Bedford Park,All Households,2005,Dollars,36678.63562,207
University Heights,All Households,2005,Dollars,24332.73944,205
Concourse/Highbridge,All Households,2005,Dollars,26062.72164,204
Unionport/Soundview,All Households,2005,Dollars,42561.57943,209
Mott Haven,All Households,2005,Dollars,17446.70726,201
Hunts Point,All Households,2005,Dollars,17446.70726,202
Washington Heights,All Households,2005,Dollars,39886.25863,112
Manhattanville,All Households,2005,Dollars,35106.83757,109
Central Harlem,All Households,2005,Dollars,33587.76757,110
East Harlem,All Households,2005,Dollars,33812.4895,111
Upper East Side,All Households,2005,Dollars,103965.904,108
Upper West Side,All Households,2005,Dollars,105587.9193,107
Chelsea/Clinton,All Households,2005,Dollars,88613.25358,104
Midtown Business District,All Households,2005,Dollars,88613.25358,105
Murray Hill/Stuyvesant,All Households,2005,Dollars,108133.9308,106
Lower East Side,All Households,2005,Dollars,40241.54525,103
Battery Park/Tribeca,All Households,2005,Dollars,116703.4943,101
Greenwich Village,All Households,2005,Dollars,116703.4943,102
Tottenville,All Households,2005,Dollars,100847.4165,503
South Beach,All Households,2005,Dollars,74698.07021,502
St. George,All Households,2005,Dollars,64983.5548,501
Williamsburg/Greenpoint,All Households,2005,Dollars,38234.11308,301
Bushwick,All Households,2005,Dollars,32033.54554,304
Bedford Stuyvesant,All Households,2005,Dollars,38672.25806,303
Fort Greene/Brooklyn Hts,All Households,2005,Dollars,64173.80261,302
Park Slope,All Households,2005,Dollars,88943.4316,306
Crown Heights North,All Households,2005,Dollars,38107.31468,308
Brownsville,All Households,2005,Dollars,27863.0079,316
East New York,All Households,2005,Dollars,38762.64901,305
Canarsie,All Households,2005,Dollars,65902.52937,318
East Flatbush,All Households,2005,Dollars,52478.21904,317
Crown Heights South,All Households,2005,Dollars,46673.11187,309
Sunset Park,All Households,2005,Dollars,47510.48351,307
Bay Ridge,All Households,2005,Dollars,61017.65221,310
Borough Park,All Households,2005,Dollars,41011.12369,312
Flatbush/Midwood,All Households,2005,Dollars,46861.42633,314
Sheepshead Bay,All Households,2005,Dollars,51657.16798,315
Bensonhurst,All Households,2005,Dollars,50356.54276,311
Coney Island,All Households,2005,Dollars,31769.90529,313
Astoria,All Households,2005,Dollars,47305.84847,401
Jackson Heights,All Households,2005,Dollars,51659.67884,403
Flushing,All Households,2005,Dollars,61698.09514,407
Bayside,All Households,2005,Dollars,83089.36267,411
Queens Village,All Households,2005,Dollars,84789.21456,413
Fresh Meadows/Briarwood,All Households,2005,Dollars,60215.4326,408
Elmhurst/Corona,All Households,2005,Dollars,51570.54333,404
Rego Park/Forest Hills,All Households,2005,Dollars,65662.74229,406
Sunnyside/Woodside,All Households,2005,Dollars,51660.93427,402
Ridgewood/Glendale,All Households,2005,Dollars,60314.61155,405
Woodhaven,All Households,2005,Dollars,58115.09863,409
Jamaica/St. Albans,All Households,2005,Dollars,58261.98391,412
Howard Beach,All Households,2005,Dollars,64933.33761,410
The Rockaways,All Households,2005,Dollars,56624.90351,414
Bronx,All Households,2005,Dollars,36693.70078,36005
Brooklyn,All Households,2005,Dollars,46867.70348,36047
Manhattan,All Households,2005,Dollars,70270.16948,36061
Queens,All Households,2005,Dollars,60377.38304,36081
Staten Island,All Households,2005,Dollars,79120.94923,36085
New York City,All Households,2005,Dollars,54528.33583,3651000
Riverdale,Families,2005,Dollars,63071.53528,208
Williamsbridge,Families,2005,Dollars,56141.56306,212
Throgs Neck,Families,2005,Dollars,68247.67215,210
Pelham Parkway,Families,2005,Dollars,61222.28726,211
Morrisania,Families,2005,Dollars,27596.8568,203
East Tremont,Families,2005,Dollars,27596.8568,206
Bedford Park,Families,2005,Dollars,38137.44499,207
University Heights,Families,2005,Dollars,30753.00719,205
Concourse/Highbridge,Families,2005,Dollars,30819.54497,204
Unionport/Soundview,Families,2005,Dollars,47667.41223,209
Mott Haven,Families,2005,Dollars,20979.48658,201
Hunts Point,Families,2005,Dollars,20979.48658,202
Washington Heights,Families,2005,Dollars,38957.24062,112
Manhattanville,Families,2005,Dollars,40234.01268,109
Central Harlem,Families,2005,Dollars,38913.30058,110
East Harlem,Families,2005,Dollars,38224.06964,111
Upper East Side,Families,2005,Dollars,197212.9488,108
Upper West Side,Families,2005,Dollars,196508.6527,107
Chelsea/Clinton,Families,2005,Dollars,121569.54,104
Midtown Business District,Families,2005,Dollars,121569.54,105
Murray Hill/Stuyvesant,Families,2005,Dollars,177343.2621,106
Lower East Side,Families,2005,Dollars,40237.77896,103
Battery Park/Tribeca,Families,2005,Dollars,168296.6353,101
Greenwich Village,Families,2005,Dollars,168296.6353,102
Tottenville,Families,2005,Dollars,108314.7127,503
South Beach,Families,2005,Dollars,83019.05861,502
St. George,Families,2005,Dollars,78613.75561,501
Williamsburg/Greenpoint,Families,2005,Dollars,41966.50573,301
Bushwick,Families,2005,Dollars,35448.31446,304
Bedford Stuyvesant,Families,2005,Dollars,42020.48921,303
Fort Greene/Brooklyn Hts,Families,2005,Dollars,88771.43773,302
Park Slope,Families,2005,Dollars,117077.6123,306
Crown Heights North,Families,2005,Dollars,43690.21078,308
Brownsville,Families,2005,Dollars,31511.28676,316
East New York,Families,2005,Dollars,46773.54625,305
Canarsie,Families,2005,Dollars,77138.62565,318
East Flatbush,Families,2005,Dollars,61214.75468,317
Crown Heights South,Families,2005,Dollars,51555.47817,309
Sunset Park,Families,2005,Dollars,43658.82504,307
Bay Ridge,Families,2005,Dollars,76445.62843,310
Borough Park,Families,2005,Dollars,47712.6077,312
Flatbush/Midwood,Families,2005,Dollars,56960.10325,314
Sheepshead Bay,Families,2005,Dollars,63783.36395,315
Bensonhurst,Families,2005,Dollars,58041.02827,311
Coney Island,Families,2005,Dollars,48002.61198,313
Astoria,Families,2005,Dollars,52043.84035,401
Jackson Heights,Families,2005,Dollars,55310.46856,403
Flushing,Families,2005,Dollars,72565.09507,407
Bayside,Families,2005,Dollars,96427.04835,411
Queens Village,Families,2005,Dollars,95834.48551,413
Fresh Meadows/Briarwood,Families,2005,Dollars,75627.08823,408
Elmhurst/Corona,Families,2005,Dollars,54893.66588,404
Rego Park/Forest Hills,Families,2005,Dollars,82987.67286,406
Sunnyside/Woodside,Families,2005,Dollars,58264.49477,402
Ridgewood/Glendale,Families,2005,Dollars,64424.88856,405
Woodhaven,Families,2005,Dollars,70537.57602,409
Jamaica/St. Albans,Families,2005,Dollars,67239.56206,412
Howard Beach,Families,2005,Dollars,76129.26013,410
The Rockaways,Families,2005,Dollars,66294.22346,414
Bronx,Families,2005,Dollars,42006.67948,36005
Brooklyn,Families,2005,Dollars,54395.26027,36047
Manhattan,Families,2005,Dollars,82204.2847,36061
Queens,Families,2005,Dollars,69200.54333,36081
Staten Island,Families,2005,Dollars,89586.21164,36085
New York City,Families,2005,Dollars,61985.58855,3651000
Riverdale,Families with Children,2005,Dollars,46450.9008,208
Williamsbridge,Families with Children,2005,Dollars,49237.95485,212
Throgs Neck,Families with Children,2005,Dollars,63918.95037,210
Pelham Parkway,Families with Children,2005,Dollars,62236.6745,211
Morrisania,Families with Children,2005,Dollars,26470.73631,203
East Tremont,Families with Children,2005,Dollars,26470.73631,206
Bedford Park,Families with Children,2005,Dollars,32432.7722,207
University Heights,Families with Children,2005,Dollars,21305.89831,205
Concourse/Highbridge,Families with Children,2005,Dollars,28081.45268,204
Unionport/Soundview,Families with Children,2005,Dollars,40694.75539,209
Mott Haven,Families with Children,2005,Dollars,15519.62259,201
Hunts Point,Families with Children,2005,Dollars,15519.62259,202
Washington Heights,Families with Children,2005,Dollars,34598.38852,112
Manhattanville,Families with Children,2005,Dollars,22786.04999,109
Central Harlem,Families with Children,2005,Dollars,34054.78744,110
East Harlem,Families with Children,2005,Dollars,32739.09706,111
Upper East Side,Families with Children,2005,Dollars,249177.6971,108
Upper West Side,Families with Children,2005,Dollars,251085.9503,107
Chelsea/Clinton,Families with Children,2005,Dollars,160588.2967,104
Midtown Business District,Families with Children,2005,Dollars,160588.2967,105
Murray Hill/Stuyvesant,Families with Children,2005,Dollars,175048.3365,106
Lower East Side,Families with Children,2005,Dollars,36761.49398,103
Battery Park/Tribeca,Families with Children,2005,Dollars,219700.2065,101
Greenwich Village,Families with Children,2005,Dollars,219700.2065,102
Tottenville,Families with Children,2005,Dollars,108462.8534,503
South Beach,Families with Children,2005,Dollars,80437.89504,502
St. George,Families with Children,2005,Dollars,75509.07783,501
Williamsburg/Greenpoint,Families with Children,2005,Dollars,35591.43345,301
Bushwick,Families with Children,2005,Dollars,27329.45026,304
Bedford Stuyvesant,Families with Children,2005,Dollars,40482.58777,303
Fort Greene/Brooklyn Hts,Families with Children,2005,Dollars,75494.01268,302
Park Slope,Families with Children,2005,Dollars,129152.3357,306
Crown Heights North,Families with Children,2005,Dollars,39448.11365,308
Brownsville,Families with Children,2005,Dollars,28053.83323,316
East New York,Families with Children,2005,Dollars,44821.35299,305
Canarsie,Families with Children,2005,Dollars,73679.91668,318
East Flatbush,Families with Children,2005,Dollars,50548.62351,317
Crown Heights South,Families with Children,2005,Dollars,46044.14157,309
Sunset Park,Families with Children,2005,Dollars,39520.92858,307
Bay Ridge,Families with Children,2005,Dollars,96690.6886,310
Borough Park,Families with Children,2005,Dollars,47358.57651,312
Flatbush/Midwood,Families with Children,2005,Dollars,48267.50766,314
Sheepshead Bay,Families with Children,2005,Dollars,65582.39479,315
Bensonhurst,Families with Children,2005,Dollars,58412.63548,311
Coney Island,Families with Children,2005,Dollars,53915.68611,313
Astoria,Families with Children,2005,Dollars,44322.94738,401
Jackson Heights,Families with Children,2005,Dollars,41995.38062,403
Flushing,Families with Children,2005,Dollars,69287.16798,407
Bayside,Families with Children,2005,Dollars,102961.5602,411
Queens Village,Families with Children,2005,Dollars,103908.1542,413
Fresh Meadows/Briarwood,Families with Children,2005,Dollars,67862.25522,408
Elmhurst/Corona,Families with Children,2005,Dollars,44995.85772,404
Rego Park/Forest Hills,Families with Children,2005,Dollars,94035.45467,406
Sunnyside/Woodside,Families with Children,2005,Dollars,51031.96397,402
Ridgewood/Glendale,Families with Children,2005,Dollars,63183.26853,405
Woodhaven,Families with Children,2005,Dollars,65062.64687,409
Jamaica/St. Albans,Families with Children,2005,Dollars,54768.12291,412
Howard Beach,Families with Children,2005,Dollars,76410.47639,410
The Rockaways,Families with Children,2005,Dollars,57865.26811,414
Bronx,Families with Children,2005,Dollars,35031.51179,36005
Brooklyn,Families with Children,2005,Dollars,49117.4336,36047
Manhattan,Families with Children,2005,Dollars,71135.16058,36061
Queens,Families with Children,2005,Dollars,63456.95222,36081
Staten Island,Families with Children,2005,Dollars,89969.11771,36085
New York City,Families with Children,2005,Dollars,53045.67329,3651000
Riverdale,Families without Children,2005,Dollars,77835.38916,208
Williamsbridge,Families without Children,2005,Dollars,59651.74464,212
Throgs Neck,Families without Children,2005,Dollars,76474.50331,210
Pelham Parkway,Families without Children,2005,Dollars,59560.09827,211
Morrisania,Families without Children,2005,Dollars,31320.46144,203
East Tremont,Families without Children,2005,Dollars,31320.46144,206
Bedford Park,Families without Children,2005,Dollars,63343.96354,207
University Heights,Families without Children,2005,Dollars,39412.96162,205
Concourse/Highbridge,Families without Children,2005,Dollars,44454.7675,204
Unionport/Soundview,Families without Children,2005,Dollars,50890.10041,209
Mott Haven,Families without Children,2005,Dollars,37220.98127,201
Hunts Point,Families without Children,2005,Dollars,37220.98127,202
Washington Heights,Families without Children,2005,Dollars,44471.08809,112
Manhattanville,Families without Children,2005,Dollars,50665.37848,109
Central Harlem,Families without Children,2005,Dollars,44625.50595,110
East Harlem,Families without Children,2005,Dollars,40610.6416,111
Upper East Side,Families without Children,2005,Dollars,172709.4709,108
Upper West Side,Families without Children,2005,Dollars,167630.0021,107
Chelsea/Clinton,Families without Children,2005,Dollars,111575.0637,104
Midtown Business District,Families without Children,2005,Dollars,111575.0637,105
Murray Hill/Stuyvesant,Families without Children,2005,Dollars,178178.1229,106
Lower East Side,Families without Children,2005,Dollars,42461.14505,103
Battery Park/Tribeca,Families without Children,2005,Dollars,157032.9196,101
Greenwich Village,Families without Children,2005,Dollars,157032.9196,102
Tottenville,Families without Children,2005,Dollars,108164.0611,503
South Beach,Families without Children,2005,Dollars,88279.30926,502
St. George,Families without Children,2005,Dollars,81458.55942,501
Williamsburg/Greenpoint,Families without Children,2005,Dollars,50370.35249,301
Bushwick,Families without Children,2005,Dollars,43813.2429,304
Bedford Stuyvesant,Families without Children,2005,Dollars,43372.58705,303
Fort Greene/Brooklyn Hts,Families without Children,2005,Dollars,98108.06879,302
Park Slope,Families without Children,2005,Dollars,108854.5475,306
Crown Heights North,Families without Children,2005,Dollars,55065.65976,308
Brownsville,Families without Children,2005,Dollars,36541.79378,316
East New York,Families without Children,2005,Dollars,55496.27216,305
Canarsie,Families without Children,2005,Dollars,81148.46828,318
East Flatbush,Families without Children,2005,Dollars,71408.84426,317
Crown Heights South,Families without Children,2005,Dollars,58673.76487,309
Sunset Park,Families without Children,2005,Dollars,50263.64096,307
Bay Ridge,Families without Children,2005,Dollars,71431.442,310
Borough Park,Families without Children,2005,Dollars,50714.34024,312
Flatbush/Midwood,Families without Children,2005,Dollars,65121.65207,314
Sheepshead Bay,Families without Children,2005,Dollars,59696.94011,315
Bensonhurst,Families without Children,2005,Dollars,57639.29075,311
Coney Island,Families without Children,2005,Dollars,43946.31845,313
Astoria,Families without Children,2005,Dollars,63295.00178,401
Jackson Heights,Families without Children,2005,Dollars,66908.1286,403
Flushing,Families without Children,2005,Dollars,77256.63605,407
Bayside,Families without Children,2005,Dollars,95162.83059,411
Queens Village,Families without Children,2005,Dollars,91938.88699,413
Fresh Meadows/Briarwood,Families without Children,2005,Dollars,81688.30307,408
Elmhurst/Corona,Families without Children,2005,Dollars,68887.94132,404
Rego Park/Forest Hills,Families without Children,2005,Dollars,76222.16193,406
Sunnyside/Woodside,Families without Children,2005,Dollars,66142.31646,402
Ridgewood/Glendale,Families without Children,2005,Dollars,65753.13323,405
Woodhaven,Families without Children,2005,Dollars,74129.36054,409
Jamaica/St. Albans,Families without Children,2005,Dollars,77213.95143,412
Howard Beach,Families without Children,2005,Dollars,75433.75205,410
The Rockaways,Families without Children,2005,Dollars,77077.10959,414
Bronx,Families without Children,2005,Dollars,52684.10952,36005
Brooklyn,Families without Children,2005,Dollars,59944.25977,36047
Manhattan,Families without Children,2005,Dollars,90493.88735,36061
Queens,Families without Children,2005,Dollars,75627.08823,36081
Staten Island,Families without Children,2005,Dollars,89070.23001,36085
New York City,Families without Children,2005,Dollars,69175.43474,3651000
Riverdale,All Households,2006,Dollars,59807.86057,208
Williamsbridge,All Households,2006,Dollars,55494.42527,212
Throgs Neck,All Households,2006,Dollars,62983.94055,210
Pelham Parkway,All Households,2006,Dollars,51219.9155,211
Morrisania,All Households,2006,Dollars,22440.5681,203
East Tremont,All Households,2006,Dollars,22440.5681,206
Bedford Park,All Households,2006,Dollars,34384.62373,207
University Heights,All Households,2006,Dollars,24774.88349,205
Concourse/Highbridge,All Households,2006,Dollars,29600.43279,204
Unionport/Soundview,All Households,2006,Dollars,42124.7221,209
Mott Haven,All Households,2006,Dollars,21703.41588,201
Hunts Point,All Households,2006,Dollars,21703.41588,202
Washington Heights,All Households,2006,Dollars,39517.92801,112
Manhattanville,All Households,2006,Dollars,34986.75302,109
Central Harlem,All Households,2006,Dollars,32851.93098,110
East Harlem,All Households,2006,Dollars,32858.01309,111
Upper East Side,All Households,2006,Dollars,117070.9646,108
Upper West Side,All Households,2006,Dollars,110248.0491,107
Chelsea/Clinton,All Households,2006,Dollars,88443.67008,104
Midtown Business District,All Households,2006,Dollars,88443.67008,105
Murray Hill/Stuyvesant,All Households,2006,Dollars,109130.1565,106
Lower East Side,All Households,2006,Dollars,44884.78547,103
Battery Park/Tribeca,All Households,2006,Dollars,115403.2489,101
Greenwich Village,All Households,2006,Dollars,115403.2489,102
Tottenville,All Households,2006,Dollars,99665.17055,503
South Beach,All Households,2006,Dollars,83981.83119,502
St. George,All Households,2006,Dollars,71133.97341,501
Williamsburg/Greenpoint,All Households,2006,Dollars,39298.9719,301
Bushwick,All Households,2006,Dollars,33879.80826,304
Bedford Stuyvesant,All Households,2006,Dollars,33570.83686,303
Fort Greene/Brooklyn Hts,All Households,2006,Dollars,66846.08299,302
Park Slope,All Households,2006,Dollars,90264.65503,306
Crown Heights North,All Households,2006,Dollars,46861.47255,308
Brownsville,All Households,2006,Dollars,27947.31419,316
East New York,All Households,2006,Dollars,34141.33917,305
Canarsie,All Households,2006,Dollars,71910.05117,318
East Flatbush,All Households,2006,Dollars,50485.19612,317
Crown Heights South,All Households,2006,Dollars,41542.05558,309
Sunset Park,All Households,2006,Dollars,57010.0881,307
Bay Ridge,All Households,2006,Dollars,67016.38218,310
Borough Park,All Households,2006,Dollars,48705.56954,312
Flatbush/Midwood,All Households,2006,Dollars,48802.88336,314
Sheepshead Bay,All Households,2006,Dollars,51587.27519,315
Bensonhurst,All Households,2006,Dollars,47092.59288,311
Coney Island,All Households,2006,Dollars,34039.15965,313
Astoria,All Households,2006,Dollars,51227.21403,401
Jackson Heights,All Households,2006,Dollars,58143.79416,403
Flushing,All Households,2006,Dollars,61597.21854,407
Bayside,All Households,2006,Dollars,82074.48021,411
Queens Village,All Households,2006,Dollars,80336.21201,413
Fresh Meadows/Briarwood,All Households,2006,Dollars,68927.38242,408
Elmhurst/Corona,All Households,2006,Dollars,50387.88229,404
Rego Park/Forest Hills,All Households,2006,Dollars,73088.76488,406
Sunnyside/Woodside,All Households,2006,Dollars,54378.96555,402
Ridgewood/Glendale,All Households,2006,Dollars,61401.37446,405
Woodhaven,All Households,2006,Dollars,64132.24368,409
Jamaica/St. Albans,All Households,2006,Dollars,59486.72495,412
Howard Beach,All Households,2006,Dollars,68867.77771,410
The Rockaways,All Households,2006,Dollars,53000.7585,414
Bronx,All Households,2006,Dollars,38310.02015,36005
Brooklyn,All Households,2006,Dollars,49134.96679,36047
Manhattan,All Households,2006,Dollars,73006.04812,36061
Queens,All Households,2006,Dollars,62268.68393,36081
Staten Island,All Households,2006,Dollars,83470.93361,36085
New York City,All Households,2006,Dollars,56539.33247,3651000
Riverdale,Families,2006,Dollars,70198.54427,208
Williamsbridge,Families,2006,Dollars,66298.69272,212
Throgs Neck,Families,2006,Dollars,81572.09759,210
Pelham Parkway,Families,2006,Dollars,59871.11456,211
Morrisania,Families,2006,Dollars,27420.60311,203
East Tremont,Families,2006,Dollars,27420.60311,206
Bedford Park,Families,2006,Dollars,34882.14066,207
University Heights,Families,2006,Dollars,26960.79528,205
Concourse/Highbridge,Families,2006,Dollars,33520.96353,204
Unionport/Soundview,Families,2006,Dollars,49378.25135,209
Mott Haven,Families,2006,Dollars,28495.92088,201
Hunts Point,Families,2006,Dollars,28495.92088,202
Washington Heights,Families,2006,Dollars,37908.60063,112
Manhattanville,Families,2006,Dollars,53353.52111,109
Central Harlem,Families,2006,Dollars,40632.17131,110
East Harlem,Families,2006,Dollars,35529.2776,111
Upper East Side,Families,2006,Dollars,216604.7615,108
Upper West Side,Families,2006,Dollars,204959.9459,107
Chelsea/Clinton,Families,2006,Dollars,123830.6262,104
Midtown Business District,Families,2006,Dollars,123830.6262,105
Murray Hill/Stuyvesant,Families,2006,Dollars,162864.4179,106
Lower East Side,Families,2006,Dollars,43336.27923,103
Battery Park/Tribeca,Families,2006,Dollars,171393.9747,101
Greenwich Village,Families,2006,Dollars,171393.9747,102
Tottenville,Families,2006,Dollars,109214.0897,503
South Beach,Families,2006,Dollars,89403.42768,502
St. George,Families,2006,Dollars,82070.83095,501
Williamsburg/Greenpoint,Families,2006,Dollars,42977.4345,301
Bushwick,Families,2006,Dollars,37033.99262,304
Bedford Stuyvesant,Families,2006,Dollars,37778.44338,303
Fort Greene/Brooklyn Hts,Families,2006,Dollars,74505.89746,302
Park Slope,Families,2006,Dollars,102978.7063,306
Crown Heights North,Families,2006,Dollars,50857.4215,308
Brownsville,Families,2006,Dollars,34118.22713,316
East New York,Families,2006,Dollars,42341.24537,305
Canarsie,Families,2006,Dollars,82085.42802,318
East Flatbush,Families,2006,Dollars,55772.9861,317
Crown Heights South,Families,2006,Dollars,48419.71017,309
Sunset Park,Families,2006,Dollars,58188.80181,307
Bay Ridge,Families,2006,Dollars,80122.1216,310
Borough Park,Families,2006,Dollars,52702.73491,312
Flatbush/Midwood,Families,2006,Dollars,52005.72464,314
Sheepshead Bay,Families,2006,Dollars,68465.14175,315
Bensonhurst,Families,2006,Dollars,57881.04683,311
Coney Island,Families,2006,Dollars,56718.14662,313
Astoria,Families,2006,Dollars,55225.59583,401
Jackson Heights,Families,2006,Dollars,60991.43997,403
Flushing,Families,2006,Dollars,72233.61964,407
Bayside,Families,2006,Dollars,98231.00805,411
Queens Village,Families,2006,Dollars,89348.68865,413
Fresh Meadows/Briarwood,Families,2006,Dollars,74943.80967,408
Elmhurst/Corona,Families,2006,Dollars,51710.13389,404
Rego Park/Forest Hills,Families,2006,Dollars,89772.00379,406
Sunnyside/Woodside,Families,2006,Dollars,54616.168,402
Ridgewood/Glendale,Families,2006,Dollars,68328.9024,405
Woodhaven,Families,2006,Dollars,73403.81838,409
Jamaica/St. Albans,Families,2006,Dollars,66304.77483,412
Howard Beach,Families,2006,Dollars,74319.78476,410
The Rockaways,Families,2006,Dollars,66110.14718,414
Bronx,Families,2006,Dollars,43807.03486,36005
Brooklyn,Families,2006,Dollars,55800.96382,36047
Manhattan,Families,2006,Dollars,86204.23567,36061
Queens,Families,2006,Dollars,69741.16929,36081
Staten Island,Families,2006,Dollars,95800.59527,36085
New York City,Families,2006,Dollars,63047.19453,3651000
Riverdale,Families with Children,2006,Dollars,60871.01412,208
Williamsbridge,Families with Children,2006,Dollars,61391.64308,212
Throgs Neck,Families with Children,2006,Dollars,86969.36562,210
Pelham Parkway,Families with Children,2006,Dollars,52393.76351,211
Morrisania,Families with Children,2006,Dollars,22453.94875,203
East Tremont,Families with Children,2006,Dollars,22453.94875,206
Bedford Park,Families with Children,2006,Dollars,26738.18991,207
University Heights,Families with Children,2006,Dollars,24430.63583,205
Concourse/Highbridge,Families with Children,2006,Dollars,28224.65859,204
Unionport/Soundview,Families with Children,2006,Dollars,42576.01497,209
Mott Haven,Families with Children,2006,Dollars,22710.61397,201
Hunts Point,Families with Children,2006,Dollars,22710.61397,202
Washington Heights,Families with Children,2006,Dollars,30440.98096,112
Manhattanville,Families with Children,2006,Dollars,55734.06057,109
Central Harlem,Families with Children,2006,Dollars,38621.4244,110
East Harlem,Families with Children,2006,Dollars,29731.80646,111
Upper East Side,Families with Children,2006,Dollars,243284.5631,108
Upper West Side,Families with Children,2006,Dollars,243284.5631,107
Chelsea/Clinton,Families with Children,2006,Dollars,87504.59166,104
Midtown Business District,Families with Children,2006,Dollars,87504.59166,105
Murray Hill/Stuyvesant,Families with Children,2006,Dollars,162930.1048,106
Lower East Side,Families with Children,2006,Dollars,37650.71899,103
Battery Park/Tribeca,Families with Children,2006,Dollars,190892.016,101
Greenwich Village,Families with Children,2006,Dollars,190892.016,102
Tottenville,Families with Children,2006,Dollars,119565.8478,503
South Beach,Families with Children,2006,Dollars,92607.48537,502
St. George,Families with Children,2006,Dollars,75500.93132,501
Williamsburg/Greenpoint,Families with Children,2006,Dollars,27895.00801,301
Bushwick,Families with Children,2006,Dollars,33119.544,304
Bedford Stuyvesant,Families with Children,2006,Dollars,31491.97027,303
Fort Greene/Brooklyn Hts,Families with Children,2006,Dollars,83878.43525,302
Park Slope,Families with Children,2006,Dollars,98824.62238,306
Crown Heights North,Families with Children,2006,Dollars,44247.37992,308
Brownsville,Families with Children,2006,Dollars,27662.67125,316
East New York,Families with Children,2006,Dollars,37721.27151,305
Canarsie,Families with Children,2006,Dollars,79582.02986,318
East Flatbush,Families with Children,2006,Dollars,41919.14665,317
Crown Heights South,Families with Children,2006,Dollars,40747.73148,309
Sunset Park,Families with Children,2006,Dollars,49446.37103,307
Bay Ridge,Families with Children,2006,Dollars,74707.82364,310
Borough Park,Families with Children,2006,Dollars,50262.59074,312
Flatbush/Midwood,Families with Children,2006,Dollars,53782.91837,314
Sheepshead Bay,Families with Children,2006,Dollars,69146.33853,315
Bensonhurst,Families with Children,2006,Dollars,55494.42527,311
Coney Island,Families with Children,2006,Dollars,60973.19363,313
Astoria,Families with Children,2006,Dollars,44362.94008,401
Jackson Heights,Families with Children,2006,Dollars,47829.74511,403
Flushing,Families with Children,2006,Dollars,69316.63772,407
Bayside,Families with Children,2006,Dollars,107608.4115,411
Queens Village,Families with Children,2006,Dollars,77424.09579,413
Fresh Meadows/Briarwood,Families with Children,2006,Dollars,71332.25033,408
Elmhurst/Corona,Families with Children,2006,Dollars,45992.94666,404
Rego Park/Forest Hills,Families with Children,2006,Dollars,90236.67731,406
Sunnyside/Woodside,Families with Children,2006,Dollars,43717.01957,402
Ridgewood/Glendale,Families with Children,2006,Dollars,68937.11381,405
Woodhaven,Families with Children,2006,Dollars,63026.51534,409
Jamaica/St. Albans,Families with Children,2006,Dollars,63155.45616,412
Howard Beach,Families with Children,2006,Dollars,69867.67726,410
The Rockaways,Families with Children,2006,Dollars,56080.74107,414
Bronx,Families with Children,2006,Dollars,35529.2776,36005
Brooklyn,Families with Children,2006,Dollars,49169.02663,36047
Manhattan,Families with Children,2006,Dollars,83208.18628,36061
Queens,Families with Children,2006,Dollars,63755.15261,36081
Staten Island,Families with Children,2006,Dollars,94287.36528,36085
New York City,Families with Children,2006,Dollars,55572.27633,3651000
Riverdale,Families without Children,2006,Dollars,77921.61272,208
Williamsbridge,Families without Children,2006,Dollars,73349.07936,212
Throgs Neck,Families without Children,2006,Dollars,74244.36655,210
Pelham Parkway,Families without Children,2006,Dollars,63758.80188,211
Morrisania,Families without Children,2006,Dollars,36725.02123,203
East Tremont,Families without Children,2006,Dollars,36725.02123,206
Bedford Park,Families without Children,2006,Dollars,42622.23904,207
University Heights,Families without Children,2006,Dollars,32219.39112,205
Concourse/Highbridge,Families without Children,2006,Dollars,41456.90598,204
Unionport/Soundview,Families without Children,2006,Dollars,56068.57684,209
Mott Haven,Families without Children,2006,Dollars,35112.04457,201
Hunts Point,Families without Children,2006,Dollars,35112.04457,202
Washington Heights,Families without Children,2006,Dollars,50497.36034,112
Manhattanville,Families without Children,2006,Dollars,52065.32935,109
Central Harlem,Families without Children,2006,Dollars,43647.68347,110
East Harlem,Families without Children,2006,Dollars,43140.43516,111
Upper East Side,Families without Children,2006,Dollars,195564.2961,108
Upper West Side,Families without Children,2006,Dollars,152624.5707,107
Chelsea/Clinton,Families without Children,2006,Dollars,138538.3945,104
Midtown Business District,Families without Children,2006,Dollars,138538.3945,105
Murray Hill/Stuyvesant,Families without Children,2006,Dollars,162831.5745,106
Lower East Side,Families without Children,2006,Dollars,47339.52671,103
Battery Park/Tribeca,Families without Children,2006,Dollars,160506.9905,101
Greenwich Village,Families without Children,2006,Dollars,160506.9905,102
Tottenville,Families without Children,2006,Dollars,104950.5277,503
South Beach,Families without Children,2006,Dollars,87575.14419,502
St. George,Families without Children,2006,Dollars,96419.75448,501
Williamsburg/Greenpoint,Families without Children,2006,Dollars,55236.54363,301
Bushwick,Families without Children,2006,Dollars,42819.29953,304
Bedford Stuyvesant,Families without Children,2006,Dollars,44647.58302,303
Fort Greene/Brooklyn Hts,Families without Children,2006,Dollars,69383.54098,302
Park Slope,Families without Children,2006,Dollars,110898.8353,306
